specObjID,z,ra,dec,objID,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,tile_name,tile_ra,tile_dec,match_status,NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,MAG_AUTO,MAGERR_AUTO,MAG_BEST,MAGERR_BEST,MAG_APER,MAGERR_APER,A_WORLD,ERRA_WORLD,B_WORLD,ERRB_WORLD,THETA_J2000,ERRTHETA_J2000,ISOAREA_IMAGE,MU_MAX,FLUX_RADIUS,FLAGS
5288610892388521984,0.02047035,180.65218,41.054187,1237664670054744099,15.39743,13.81851,13.25597,12.9912,12.85098,CFIS_LSB.273.262.r,180.8642735921127,41.0,Matched,23808.0,8098.7715,6055.8462,180.6522245,41.0542898,13.1781,0.0002,13.1781,0.0002,15.7723,0.0003,0.00600321,1.844184e-06,0.00405638,1.232374e-06,7.08,19.16,235853.0,18.18,81.834,50.0
6807257459499227136,0.01822807,222.66425,42.740957,1237658203986329660,16.03257,14.41933,13.94568,13.7131,13.58631,CFIS_LSB.328.265.r,222.44003960511813,42.5,Matched,32905.0,1809.0795,9674.6416,222.6642372,42.7410024,13.7498,0.0002,13.8003,0.0002,15.7835,0.0003,0.003782754,1.104764e-06,0.001279781,4.296424e-07,-29.65,-27.89,56045.0,17.9243,52.982,27.0
6810626363042846720,0.01854611,232.41799,42.654227,1237662501076467812,16.06808,14.98444,14.48852,14.25357,14.012,CFIS_LSB.343.265.r,232.6126023919376,42.5,Matched,26487.0,7767.6138,7991.5645,232.4184173,42.6542074,14.4107,0.0004,14.4107,0.0004,16.0262,0.0004,0.001966452,9.878863e-07,0.001750124,9.105279e-07,-71.7,-67.63,48919.0,18.515,31.253,2.0
6822965906878257152,0.01825437,218.30285,41.320494,1237661433245270237,16.45393,15.19207,14.62821,14.35559,14.19266,CFIS_LSB.327.263.r,218.30396038334243,41.5,Matched,5246.0,5017.7236,1524.5188,218.3027426,41.3206576,14.5683,0.0004,14.5683,0.0004,16.5985,0.0004,0.002465204,1.111623e-06,0.001454419,6.985558e-07,13.35,12.75,40839.0,19.1456,41.979,2.0
7117978347574155264,0.01846527,248.67341,46.392097,1237654953203400808,15.53745,14.21632,13.68043,13.40903,13.28174,CFIS_LSB.342.273.r,248.4184837845505,46.5,Matched,9878.0,1593.4495,2908.9504,248.6733476,46.391814,13.4154,0.0002,13.4154,0.0002,16.4369,0.0004,0.003777067,9.996883e-07,0.003631584,9.186261e-07,9.26,-41.51,131493.0,18.8349,84.34,18.0
7119085555766548480,0.01976093,243.78817,46.774538,1237655349967126640,15.95488,14.47151,13.84949,13.45547,13.30335,CFIS_LSB.333.274.r,244.1354844089976,47.0,Matched,1130.0,9609.3184,641.3422,243.7881937,46.7745589,13.7283,0.0003,13.7283,0.0003,15.7704,0.0003,0.003121802,9.33685e-07,0.002314377,8.410596e-07,20.91,3.91,88527.0,17.4017,59.03,18.0
7307318650272503808,0.01805995,200.00397,31.981396,1237665227311022188,16.29644,14.67571,13.84989,13.38514,13.03181,CFIS_LSB.339.244.r,199.8707393698753,32.0,Matched,17898.0,2810.4395,4641.3945,200.0039434,31.9814255,13.914,0.0002,13.9955,0.0002,15.5652,0.0003,0.002758244,7.69529e-07,0.0009649757,3.544062e-07,-45.25,-32.14,33722.0,18.099,34.808,19.0
7569431228862191616,0.01922478,238.93217,49.535023,1237655349428420664,16.18183,15.15777,14.63167,14.38648,14.16785,CFIS_LSB.310.279.r,238.6642016994668,49.5,Matched,22041.0,1630.116,5683.9204,238.9321495,49.5349825,14.5371,0.0002,14.5371,0.0002,15.7578,0.0003,0.001641372,5.88145e-07,0.0007135866,3.152043e-07,37.95,33.03,18835.0,18.0705,23.421,0.0
7685588035619280896,0.01933924,198.82265,67.176309,1237651539251429538,17.04129,15.59574,15.23688,15.02758,15.22041,CFIS_LSB.155.314.r,198.34611155667744,67.0,Matched,27768.0,1418.124,8430.5312,198.8226135,67.1763145,15.0177,0.0006,15.0177,0.0006,17.1706,0.0008,0.002173589,1.301978e-06,0.001514657,9.567075e-07,8.97,9.17,31853.0,19.9726,40.485,2.0
3380074197156995072,0.02504611,203.34363,54.949095,1237661416062582837,16.52079,14.49716,13.62207,13.24613,12.98761,CFIS_LSB.233.290.r,203.1115516898579,55.0,Matched,13639.0,2413.9451,4017.2246,203.3439136,54.949065,13.4423,0.0002,13.4423,0.0002,15.0109,0.0002,0.003626199,2.064882e-06,0.002830998,1.380661e-06,-12.81,-7.85,145698.0,17.0674,43.279,50.0
4150263407831177216,0.02284235,121.29289,47.051283,1237651272957820974,16.49236,15.096,14.31778,13.95593,13.74883,CFIS_LSB.165.274.r,120.96803281526904,47.0,Matched,19538.0,711.6819,6002.2378,121.2928127,47.0512587,14.2632,0.0004,14.2632,0.0004,16.0145,0.0004,0.004001766,1.515218e-06,0.0009939834,4.035759e-07,-58.21,-57.56,43383.0,17.5545,48.075,18.0
4237951663296763904,0.02420133,129.49099,39.896236,1237657606426263745,17.07263,15.4784,14.64197,14.20816,13.82348,CFIS_LSB.198.260.r,129.2353216438956,40.0,Matched,10734.0,1201.0222,2996.7983,129.4908402,39.8963498,14.5136,0.0003,14.5136,0.0003,16.0302,0.0003,0.00253444,1.247451e-06,0.000897005,4.766412e-07,81.72,81.56,35264.0,18.648,29.212,18.0
4284308718680823808,0.02571606,125.15636,40.278524,1237654652026552351,16.90154,14.94897,14.0519,13.59316,13.25115,CFIS_LSB.190.261.r,124.93326498962456,40.5,Matched,1763.0,1701.2117,711.5334,125.1563888,40.2784919,13.9105,0.0002,13.9105,0.0002,15.282,0.0002,0.003042654,1.181691e-06,0.001137655,4.942043e-07,43.69,43.63,63168.0,17.1259,32.094,18.0
4285361505023842304,0.02488003,124.08143,41.716259,1237673704507375807,17.32558,15.68944,14.89312,14.48236,14.20021,CFIS_LSB.186.263.r,124.17289489694708,41.5,Matched,33126.0,6323.0171,9190.9688,124.0814349,41.7162265,14.773,0.0003,14.773,0.0003,15.7636,0.0003,0.002055851,1.486043e-06,0.0009070879,6.462079e-07,-70.14,-71.63,35440.0,17.7366,20.627,0.0
4287453875785717760,0.02456822,128.48826,41.405651,1237657595152433341,16.87144,15.37397,14.63098,14.24861,13.98944,CFIS_LSB.192.263.r,128.1784721516873,41.5,Matched,10973.0,495.3406,3179.8757,128.4883865,41.4056616,14.5851,0.0004,14.5851,0.0004,15.9714,0.0004,0.001923535,9.149292e-07,0.001284567,7.293535e-07,-13.1,-18.46,35173.0,17.5368,31.395,0.0
5136508850338551808,0.02337905,152.31025,40.351917,1237661851458797599,15.78053,14.76533,13.90468,13.46759,13.20423,CFIS_LSB.232.261.r,152.55009198733103,40.5,Matched,8740.0,8540.1846,2138.749,152.3103785,40.3521056,13.3643,0.0002,13.3643,0.0002,15.6867,0.0002,0.004619946,1.820182e-06,0.004241839,1.617957e-06,-39.29,-41.95,230396.0,17.6998,63.753,50.0
5142242254040356864,0.02420435,153.35966,38.657658,1237661139033718995,16.55857,15.07871,14.29638,13.88326,13.64434,CFIS_LSB.240.257.r,153.3334388982479,38.5,Matched,32781.0,4603.5137,8056.2397,153.3596391,38.6577058,14.1335,0.0003,14.1335,0.0003,15.8692,0.0002,0.002625828,1.232865e-06,0.00198386,8.465348e-07,-53.9,-60.66,66679.0,17.4402,42.614,2.0
5182709786379311104,0.02483554,136.98297,42.311539,1237657630588338588,16.95238,15.66658,15.1818,14.92037,14.74117,CFIS_LSB.202.265.r,136.99051219583495,42.5,Matched,4497.0,5109.1992,1349.5941,136.9828923,42.3116309,15.007,0.0004,15.007,0.0004,16.3441,0.0004,0.001398627,8.379519e-07,0.00094793,5.500585e-07,3.26,-0.68,18174.0,18.5904,24.236,2.0
5183808747982837760,0.02400963,133.236,42.415097,1237657402417414231,15.3175,14.13261,13.49122,13.13603,12.92838,CFIS_LSB.196.265.r,132.9214870811072,42.5,Matched,11388.0,500.473,3363.7373,133.235983,42.4151352,13.4607,0.0001,13.6212,0.0001,15.4569,0.0002,0.001899653,4.791389e-07,0.001762988,3.535505e-07,55.55,34.13,34925.0,17.1783,42.441,3.0
5204009519425017856,0.02498357,167.82517,35.385655,1237664817671438525,16.97934,15.04524,14.15006,13.71348,13.44227,CFIS_LSB.273.251.r,167.66662337500998,35.5,Matched,10718.0,2493.6465,2786.8479,167.8252615,35.3856926,13.9768,0.0002,13.9768,0.0002,15.6921,0.0002,0.002592301,1.175473e-06,0.001586743,6.650109e-07,77.36,75.36,58883.0,17.3836,38.609,18.0
5207388318707505152,0.02518734,164.61929,39.235805,1237662226208129150,16.69518,15.36569,14.66295,14.29378,13.97266,CFIS_LSB.256.258.r,164.7052244343254,39.0,Matched,32594.0,6290.0005,9569.4785,164.6192823,39.2357629,14.571,0.0003,14.571,0.0003,16.0743,0.0003,0.00214112,9.555475e-07,0.0009549628,4.343117e-07,-11.19,-11.41,28001.0,18.0626,31.196,2.0
5217509323140519936,0.02342084,160.27135,37.386025,1237662225132748827,16.49527,15.64375,15.41718,15.26995,15.21094,CFIS_LSB.254.255.r,160.07999657930358,37.5,Matched,8732.0,2054.5908,2794.7749,160.2712836,37.3860513,14.5674,0.0005,14.5674,0.0005,16.3181,0.0004,0.001399083,1.19674e-06,0.0007079481,7.600353e-07,-31.01,-26.92,14182.0,18.5153,141.714,2.0
5227666067170809856,0.0238021,136.81688,37.215369,1237658203421868038,16.17445,14.28353,13.3763,12.91477,12.62133,CFIS_LSB.219.254.r,137.10885456810672,37.0,Matched,41757.0,9505.3447,9186.1641,136.8169232,37.2156566,13.1163,0.0002,13.1163,0.0002,15.4799,0.0002,0.004137869,1.104284e-06,0.002135447,5.234701e-07,11.76,6.2,128255.0,17.6908,56.25,50.0
5228799113500579840,0.02197718,138.63977,35.717561,1237660765915513010,17.49213,15.40073,14.61598,14.14457,13.84813,CFIS_LSB.226.251.r,138.80094096246248,35.5,Matched,38462.0,7535.1475,9220.1592,138.6398154,35.7176617,14.4942,0.0003,14.4942,0.0003,16.1541,0.0004,0.003023036,1.163122e-06,0.0005824227,2.709545e-07,-82.27,-81.82,25513.0,18.5617,36.533,18.0
5229856288914298880,0.02388508,137.12455,35.615024,1237660634914160838,16.63117,15.19427,14.47525,14.07238,13.8243,CFIS_LSB.223.251.r,136.95845059570414,35.5,Matched,31352.0,2382.6333,7230.5151,137.1245888,35.6149856,14.3968,0.0003,14.3968,0.0003,15.5954,0.0003,0.001536777,6.384484e-07,0.001153147,5.12933e-07,-29.54,-21.94,31674.0,18.1229,23.709,0.0
5238901971059234816,0.02126277,175.85942,36.113087,1237664817674321978,16.7136,15.66485,15.32304,15.16493,15.0292,CFIS_LSB.285.252.r,176.13968679372002,36.0,Matched,28039.0,9390.5957,7192.4443,175.8592369,36.1128083,15.0136,0.0003,15.0394,0.0004,16.2319,0.0003,0.001611502,7.95779e-07,0.0007697765,4.349912e-07,14.12,13.48,15724.0,18.7632,23.83,3.0
5279604792578299904,0.0245359,165.86134,45.01194,1237661356464799883,17.56297,15.91451,15.09247,14.67224,14.371,CFIS_LSB.235.270.r,166.17009357883865,45.0,Matched,20410.0,9229.7861,5238.5439,165.8613543,45.0118935,14.9145,0.0002,14.9145,0.0002,15.7326,0.0002,0.00204236,1.088535e-06,0.0004712376,2.867374e-07,-44.01,-43.9,20029.0,17.1275,17.558,0.0
5597042597136979968,0.02171754,235.10982,34.926648,1237661464375525441,16.87021,15.60832,15.01347,14.70937,14.5084,CFIS_LSB.385.250.r,234.9991083365803,35.0,Matched,11551.0,3240.5698,3579.6416,235.109844,34.926656,14.9513,0.0004,14.9513,0.0004,15.8454,0.0003,0.001305364,8.176027e-07,0.001068817,6.820729e-07,51.22,50.0,23442.0,17.5335,18.94,0.0
5604903010612566016,0.02326705,230.90703,37.81751,1237662337324744906,17.32748,15.73931,15.09879,14.75451,14.56354,CFIS_LSB.364.256.r,230.96131514320933,38.0,Matched,4629.0,5832.6855,1465.1394,230.9069226,37.817581,14.8958,0.0004,14.8639,0.0005,16.2986,0.0003,0.002734181,2.611761e-06,0.001243781,1.04007e-06,-55.21,-52.63,43473.0,18.6308,27.434,51.0
5622900911464798208,0.02549265,258.22043,35.093169,1237654953746169952,16.80339,15.76694,15.3815,15.11093,15.01618,CFIS_LSB.423.250.r,258.193825523048,35.0,Matched,26887.0,4578.04,6805.0806,258.2204371,35.0931434,15.1143,0.0004,15.1995,0.0004,16.3599,0.0004,0.001525703,1.129496e-06,0.0007892551,5.331484e-07,80.0,88.39,15451.0,18.6505,23.478,3.0
5622908058290378752,0.02566514,258.27106,35.268619,1237671936043974729,17.78584,15.97064,15.11282,14.66024,14.3887,CFIS_LSB.421.251.r,258.56281480175534,35.5,Matched,744.0,9614.6699,523.0995,258.2711574,35.2686327,14.9706,0.0003,14.9448,0.0004,15.9552,0.0003,0.001810164,9.801885e-07,0.0005082432,3.760433e-07,38.0,39.57,15882.0,18.1408,20.988,3.0
5815366029296293888,0.02242385,232.31663,39.628083,1237662474762715147,16.02085,14.68823,14.0577,13.72816,13.51245,CFIS_LSB.359.259.r,232.62607732367465,39.5,Matched,26673.0,9618.1611,7490.1436,232.3166691,39.6280866,14.9086,0.0002,15.2386,0.0002,16.1519,0.0003,0.001070659,5.728616e-07,0.0006519998,2.427149e-07,87.68,-55.24,3655.0,18.1607,21.534,3.0
5821073044400265216,0.02551823,214.89177,40.33621,1237661850405437620,16.37532,15.43002,15.11087,14.90297,14.94171,CFIS_LSB.327.261.r,215.01672448214333,40.5,Matched,5929.0,6846.2954,1827.3333,214.8917372,40.3362161,14.9489,0.0004,14.9489,0.0004,16.803,0.0006,0.001755097,8.91425e-07,0.001171863,5.773105e-07,-37.98,-37.49,22485.0,19.3358,33.577,2.0
5822104935643502592,0.02545955,218.44514,40.080912,1237661851480358934,16.33476,14.59124,13.66527,13.16523,12.92829,CFIS_LSB.335.260.r,218.65572096315668,40.0,Matched,25064.0,8124.7285,6575.6045,218.4449828,40.0811139,13.5069,0.0002,13.3403,0.0002,15.4448,0.0002,0.004061482,1.379242e-06,0.002556765,8.980841e-07,-43.54,-42.5,141409.0,17.542,49.4,51.0
5851563597407475712,0.02319774,251.96812,36.705922,1237655374112293055,16.78138,15.25646,14.46802,13.99952,13.69117,CFIS_LSB.405.253.r,251.9105202940191,36.5,Matched,35962.0,4103.249,8990.6104,251.9682393,36.7059101,14.2713,0.0002,14.2713,0.0002,15.7197,0.0003,0.002740698,1.121237e-06,0.0008482019,4.481055e-07,-55.19,-58.39,40228.0,17.8011,31.663,18.0
6446996436236392448,0.02545055,141.43898,52.397662,1237654653644308630,16.92787,15.73712,15.25412,14.95806,14.70377,CFIS_LSB.172.285.r,141.27044832659402,52.5,Matched,6139.0,3006.9565,3019.4019,141.4389986,52.3976768,15.3235,0.0008,15.3235,0.0008,17.0129,0.0007,0.002844639,2.413625e-06,0.0007184909,7.392082e-07,-74.73,-74.3,17058.0,19.7367,33.64,18.0
6447035468899178496,0.0247072,139.95386,52.722905,1237654381441581078,17.50429,15.7564,14.98384,14.60225,14.34861,CFIS_LSB.170.285.r,139.62776869488945,52.5,Matched,25264.0,1171.6025,9330.7119,139.9539416,52.7230263,14.8112,0.0003,14.8112,0.0003,15.3906,0.0002,0.001660172,1.514951e-06,0.0006203936,5.783322e-07,20.15,18.6,23258.0,16.6562,12.404,0.0
6463835995733514240,0.02491759,147.5625,45.957355,1237657856600309817,16.4603,15.4029,15.03181,14.82954,14.70121,CFIS_LSB.205.272.r,147.55454531163693,46.0,Matched,12328.0,4893.0703,4173.959,147.5624824,45.9573741,15.1667,0.0003,15.3299,0.0003,15.8723,0.0003,0.0009838392,5.586718e-07,0.0004766939,3.519066e-07,72.9,85.96,5322.0,18.1957,15.415,3.0
6533811669403195392,0.02580868,141.97637,29.791855,1237664837006786630,16.63159,15.0647,14.25085,13.83419,13.54588,CFIS_LSB.246.240.r,142.02816622064793,30.0,Matched,1132.0,5873.2021,966.8313,141.9762451,29.7918698,14.1785,0.0004,14.1785,0.0004,15.4411,0.0004,0.002802129,1.225735e-06,0.001070593,4.917978e-07,-73.38,-73.99,44236.0,16.7632,30.507,18.0
6806114516759500800,0.02576146,247.16449,40.123728,1237659326566039614,16.51157,15.16679,14.34363,14.00722,14.08768,CFIS_LSB.379.260.r,247.3746813284668,40.0,Matched,24118.0,8112.3013,7392.1992,247.1646515,40.1232532,14.0528,0.0003,14.0539,0.0003,16.492,0.0004,0.002886549,1.106051e-06,0.001897683,6.787604e-07,-52.87,-65.28,51270.0,19.1035,50.285,19.0
7060677850761025536,0.02562302,28.426072,29.933248,1237679580547252255,15.34794,14.16909,13.53852,13.19416,12.99128,CFIS_LSB.049.240.r,28.29016319029166,30.0,Matched,19413.0,2717.6746,3706.1484,28.4260645,29.9331646,13.465,0.0002,13.465,0.0002,15.1944,0.0002,0.002460056,6.095797e-07,0.002215292,5.431314e-07,-16.74,-17.9,79574.0,17.2404,47.548,2.0
7283668155125487616,0.02105283,152.46439,30.32087,1237665127994949685,15.84201,14.16649,13.26992,12.81696,12.422,CFIS_LSB.263.241.r,152.6178616478292,30.5,Matched,5070.0,7569.3921,1531.5016,152.4642656,30.3209282,13.4108,0.0002,13.4108,0.0002,15.4447,0.0002,0.00535986,1.490716e-06,0.002350515,8.766256e-07,-86.55,-85.79,181898.0,17.4542,57.516,50.0
7293630280447055872,0.02279887,190.28643,29.538036,1237665441514061915,17.49347,15.72567,14.90942,14.48312,14.29267,CFIS_LSB.331.239.r,190.15214213227625,29.5,Matched,15491.0,2735.2778,5738.2905,190.2864651,29.53803,14.5607,0.0004,14.5945,0.0005,15.7835,0.0003,0.002207795,2.196594e-06,0.001964872,1.93916e-06,19.78,21.82,55986.0,17.7329,29.328,3.0
7293826543272613888,0.02402542,190.76499,30.381107,1237665442587934806,17.1276,15.94453,15.61511,15.45184,15.50789,CFIS_LSB.329.241.r,190.9174010727597,30.5,Matched,9252.0,7547.8555,2697.8962,190.7649983,30.3811178,15.3633,0.0008,15.348,0.0007,16.9183,0.0006,0.003877202,3.544978e-06,0.0008916028,8.815627e-07,32.18,32.31,26354.0,19.2868,38.141,19.0
614897516781004800,0.02419825,124.08283,43.447637,1237673706654990345,17.1319,15.37554,14.53353,14.10643,13.83364,CFIS_LSB.180.267.r,124.07386254135444,43.5,Matched,14188.0,4873.7212,3982.0808,124.0828381,43.4474726,14.3282,0.0003,14.3282,0.0003,15.3194,0.0002,0.002426591,1.546613e-06,0.001584062,8.654719e-07,-44.25,-45.3,59233.0,16.4829,23.063,2.0
615937654814435328,0.02286859,123.62513,43.143426,1237654391105126505,16.63163,14.77242,13.90564,13.45951,13.14217,CFIS_LSB.181.266.r,123.74313522942286,43.0,Matched,30097.0,6667.144,7781.4932,123.6252308,43.1434707,13.723,0.0003,13.723,0.0003,15.0186,0.0002,0.003494909,1.726985e-06,0.002230907,1.06525e-06,75.95,74.11,122552.0,16.5707,34.679,18.0
615943148211824640,0.02285586,123.62513,43.143426,1237654391105126505,16.63163,14.77242,13.90564,13.45951,13.14217,CFIS_LSB.181.266.r,123.74313522942286,43.0,Matched,30097.0,6667.144,7781.4932,123.6252308,43.1434707,13.723,0.0003,13.723,0.0003,15.0186,0.0002,0.003494909,1.726985e-06,0.002230907,1.06525e-06,75.95,74.11,122552.0,16.5707,34.679,18.0
613621533486639104,0.02044818,122.49981,40.103185,1237654389493203273,16.49607,15.29393,14.78236,14.58821,14.34009,CFIS_LSB.188.260.r,122.7082851972342,40.0,Matched,26585.0,8090.6035,7003.6572,122.4997809,40.1032064,14.5774,0.0005,14.5774,0.0005,16.9062,0.0006,0.00504185,3.163361e-06,0.001452248,8.837045e-07,18.01,18.27,70661.0,19.3308,64.276,50.0
615980531607169024,0.02005539,124.10467,43.971879,1237653588483440797,17.38306,15.58198,14.71861,14.29132,14.028,CFIS_LSB.179.268.r,124.41964139599274,44.0,Matched,15174.0,9392.6201,4462.9604,124.104684,43.9718549,14.5302,0.0003,14.5302,0.0003,15.2972,0.0002,0.00185315,1.044607e-06,0.0008618444,5.250855e-07,-73.3,-72.11,34413.0,17.0465,16.353,2.0
615985758448150528,0.02010699,124.10467,43.971879,1237653588483440797,17.38306,15.58198,14.71861,14.29132,14.028,CFIS_LSB.179.268.r,124.41964139599274,44.0,Matched,15174.0,9392.6201,4462.9604,124.104684,43.9718549,14.5302,0.0003,14.5302,0.0003,15.2972,0.0002,0.00185315,1.044607e-06,0.0008618444,5.250855e-07,-73.3,-72.11,34413.0,17.0465,16.353,2.0
619406884717225984,0.02386499,131.63873,48.430112,1237654381975502873,15.84718,14.51542,13.88714,13.54673,13.37657,CFIS_LSB.174.277.r,131.29696306996482,48.5,Matched,10398.0,604.7507,3654.1333,131.6387761,48.430044,13.801,0.0003,13.801,0.0003,15.6573,0.0003,0.002719929,8.857118e-07,0.001601921,5.37623e-07,12.61,10.94,49330.0,17.2671,45.789,0.0
620454444991014912,0.02346501,132.50911,49.477791,1237654382512832628,16.68816,15.73944,15.42089,15.22057,15.05658,CFIS_LSB.172.279.r,132.42013771712354,49.5,Matched,16656.0,3879.4509,4570.5986,132.5091314,49.4778077,15.3326,0.0006,15.3326,0.0006,16.3648,0.0005,0.001637038,1.595978e-06,0.0007327202,6.353087e-07,-89.06,-84.03,16352.0,18.6346,20.725,0.0
620472037177059328,0.02728892,132.38442,50.874138,1237653589024243722,16.93086,14.95412,14.1104,13.68876,13.43097,CFIS_LSB.167.282.r,132.68281337699003,51.0,Matched,5895.0,8649.1299,2567.8455,132.3844058,50.8741149,13.9718,0.0004,14.006,0.0004,15.0562,0.0004,0.001992141,1.012021e-06,0.001579567,7.710405e-07,-88.5,-87.83,43787.0,16.7888,27.2,3.0
622766443166984192,0.02522517,138.35789,52.981313,1237654382515060810,15.88944,13.99373,13.18002,12.80909,12.55818,CFIS_LSB.167.286.r,138.74695178372733,53.0,Matched,16947.0,9540.1562,4651.2876,138.3578264,52.9813704,99.0,99.0,99.0,99.0,99.0,99.0,0.005510442,2.15339e-06,0.003563888,1.354528e-06,-22.69,-16.99,251492.0,16.2981,0.0,50.0
623785415584802816,0.02550311,140.89939,53.601895,1237654381978910736,16.5873,14.93309,14.09073,13.62745,13.28062,CFIS_LSB.168.287.r,141.21853074723447,53.5,Matched,16401.0,8671.3184,6984.0312,140.8992671,53.6019557,13.999,0.0003,13.999,0.0003,15.037,0.0002,0.002169654,1.148563e-06,0.001020663,7.259029e-07,-78.18,-78.87,41676.0,16.8796,23.101,0.0
623811254108055552,0.02533641,139.26411,52.626073,1237653612647612602,17.61633,15.88976,15.10873,14.74869,14.46955,CFIS_LSB.170.285.r,139.62776869488945,52.5,Matched,19404.0,9277.8887,7453.9497,139.2641061,52.6260726,15.0254,0.0006,15.0254,0.0006,16.498,0.0005,0.00218291,2.114674e-06,0.001267292,1.285682e-06,47.22,41.25,32636.0,18.2234,34.402,2.0
623824173369681920,0.02539575,139.11977,52.820236,1237654381978320986,17.54432,15.66162,14.80319,14.37321,14.04261,CFIS_LSB.167.286.r,138.74695178372733,53.0,Matched,3263.0,634.0293,1528.0397,139.1197576,52.8202553,14.7106,0.0002,14.7106,0.0002,15.2837,0.0002,0.001144147,5.988325e-07,0.0005287695,3.175866e-07,32.43,29.36,13555.0,17.0182,12.72,2.0
629452578693867520,0.02525373,153.85944,58.894906,1237654382519648329,16.41966,14.66822,13.84335,13.42625,13.12392,CFIS_LSB.158.298.r,153.3867180864181,59.0,Matched,3960.0,267.0876,2980.229,153.8594729,58.8949125,13.7343,0.0003,13.7343,0.0003,14.8282,0.0003,0.002463529,7.691921e-07,0.0007813307,2.755816e-07,88.94,89.31,33388.0,16.9356,24.197,16.0
673312647281666048,0.02023625,178.99103,63.660162,1237654398081237004,16.95119,15.19183,14.3979,14.00223,13.71724,CFIS_LSB.160.307.r,179.29267613938777,63.5,Matched,6502.0,7593.1226,8110.811,178.9910921,63.6602091,14.2961,0.0004,14.2961,0.0004,15.1985,0.0003,0.001498382,1.15824e-06,0.001297178,1.033855e-06,89.0,-82.02,32653.0,16.4796,19.743,2.0
673417375764211712,0.02055427,178.1551,65.44251,1237654400228655107,17.64685,15.96358,15.19128,14.80941,14.53657,CFIS_LSB.148.311.r,178.4451550886314,65.5,Matched,11083.0,7336.0967,3891.3301,178.1551009,65.4425125,15.0388,0.0004,15.0388,0.0004,15.9016,0.0003,0.001649022,1.634128e-06,0.001364994,1.444778e-06,-73.21,-62.37,36874.0,17.2584,19.064,2.0
700321046510725120,0.02025849,243.47225,48.296703,1237655129836880127,16.79664,15.65064,15.26259,15.01092,14.87161,CFIS_LSB.323.277.r,243.72941995171632,48.5,Matched,2888.0,8313.8145,1065.469,243.4723838,48.2966835,15.0828,0.0005,15.0828,0.0005,16.7087,0.0005,0.001742618,1.06205e-06,0.001213553,7.588862e-07,29.74,32.47,24351.0,19.4254,31.101,2.0
700404884272343040,0.02416394,241.18658,49.458303,1237655129299222696,16.38097,15.0696,14.49729,14.16649,13.90893,CFIS_LSB.313.279.r,240.9738552643004,49.5,Matched,14114.0,2322.7163,4197.3843,241.1863998,49.4583884,14.3714,0.0003,14.3714,0.0003,16.1977,0.0004,0.002314568,8.794115e-07,0.001021115,3.845892e-07,-0.27,-0.35,29519.0,18.4827,35.181,0.0
702614908063213568,0.02454362,245.71278,45.742021,1237655129301319761,16.83982,15.66612,15.16155,14.88307,14.69467,CFIS_LSB.344.271.r,245.3955294367716,45.5,Matched,43089.0,710.5469,9694.708,245.712689,45.7418178,15.0131,0.0005,15.0131,0.0005,16.7866,0.0005,0.00247626,1.974534e-06,0.001239692,8.467027e-07,8.77,9.78,33820.0,19.2778,35.505,2.0
702618756353910784,0.01956505,245.10056,46.283366,1237655129301057728,16.66485,15.68902,15.2649,15.05021,14.85683,CFIS_LSB.337.273.r,244.78663460641383,46.5,Matched,1272.0,797.4703,807.8497,245.1004247,46.283247,15.1632,0.0005,15.1632,0.0005,16.4143,0.0005,0.00112942,6.415083e-07,0.0007724136,4.909201e-07,87.0,85.56,10805.0,18.9692,21.988,0.0
702680878760880128,0.02093654,244.91478,47.873232,1237655130374209707,16.83916,15.97182,15.78709,15.70862,15.74435,CFIS_LSB.328.276.r,245.09415417779584,48.0,Matched,9049.0,7331.1338,2542.9951,244.914822,47.8730734,15.9137,0.0007,16.0818,0.0007,17.4344,0.0007,0.001549836,1.448204e-06,0.0009155806,7.937371e-07,11.64,11.31,10758.0,20.2731,28.438,3.0
861430289660930048,0.02724874,135.40902,49.088069,1237655108901732449,17.43121,15.59421,14.7497,14.33953,14.01409,CFIS_LSB.178.278.r,135.65852471681748,49.0,Matched,23177.0,8166.2109,6711.2217,135.4090455,49.0880342,14.6287,0.0003,14.6287,0.0003,15.1311,0.0003,0.001017766,6.282011e-07,0.0007539636,4.776845e-07,-74.91,-68.45,18595.0,16.4723,10.705,2.0
862526777514289152,0.02356985,137.25327,49.96304,1237655108902387779,16.87305,15.2431,14.49207,14.11518,13.85807,CFIS_LSB.176.280.r,136.90369676371628,50.0,Matched,10530.0,643.1675,4293.3335,137.2531895,49.9630094,14.4126,0.0003,14.4126,0.0003,15.3557,0.0003,0.002040125,1.283682e-06,0.0008872962,5.899368e-07,-87.21,-86.5,34479.0,16.7924,20.709,2.0
862538597264287744,0.02749332,138.743,51.361062,1237655109439979768,16.62393,14.51706,13.73416,13.36862,13.11313,CFIS_LSB.173.283.r,138.95255614745275,51.5,Matched,5635.0,7534.9316,2309.6792,138.7430662,51.3609866,13.6031,0.0002,13.6031,0.0002,15.767,0.0003,0.002954283,1.077834e-06,0.001549373,5.672711e-07,12.93,14.18,51626.0,18.2031,47.704,18.0
