tile,ra,dec,good_fraction
CFIS_LSB.220.263.r,146.87116600714168,41.5,0.73378669
CFIS_LSB.245.247.r,146.90260555854948,33.5,0.83252113
CFIS_LSB.257.238.r,146.92099772172162,29.0,0.1263496
CFIS_LSB.086.326.r,147.07305565283053,73.0,0.69425678
CFIS_LSB.222.262.r,147.07644226171803,41.0,0.73827268
CFIS_LSB.244.248.r,147.15858971747647,34.0,0.70282478
CFIS_LSB.091.324.r,147.24109297624042,72.0,0.74622555
CFIS_LSB.247.246.r,147.2568666652395,33.0,0.82193578
CFIS_LSB.258.238.r,147.4926747556583,29.0,0.14175275
CFIS_LSB.246.247.r,147.50220803021705,33.5,0.78535323
CFIS_LSB.152.298.r,147.56190600718705,59.0,0.28166397
CFIS_LSB.257.239.r,147.64078709364043,29.5,0.78418014
CFIS_LSB.245.248.r,147.7616986917284,34.0,0.77349502
CFIS_LSB.150.299.r,147.7720808383638,59.5,0.80669785
CFIS_LSB.074.331.r,147.775379027292,75.5,0.7331149
CFIS_LSB.069.333.r,147.78618615572586,76.5,0.72993437
CFIS_LSB.248.246.r,147.8530483116575,33.0,0.84157825
CFIS_LSB.089.325.r,147.98517379232527,72.5,0.78974454
CFIS_LSB.148.300.r,147.99999999999997,60.0,0.24867687
CFIS_LSB.259.238.r,148.06435178959495,29.0,0.13501163
CFIS_LSB.247.247.r,148.1018105018846,33.5,0.7907413
CFIS_LSB.094.323.r,148.1226293130621,71.5,0.15444693
CFIS_LSB.250.245.r,148.21113092927007,32.5,0.78740958
CFIS_LSB.258.239.r,148.21526486443284,29.5,0.72895747
CFIS_LSB.246.248.r,148.36480766598038,34.0,0.7389137
CFIS_LSB.249.246.r,148.44922995807545,33.0,0.82254073
CFIS_LSB.153.298.r,148.53270802039222,59.0,0.30786783
CFIS_LSB.252.244.r,148.57647882362414,32.0,0.83072706
CFIS_LSB.260.238.r,148.6360288235316,29.0,0.09351769
CFIS_LSB.248.247.r,148.70141297355215,33.5,0.81895408
CFIS_LSB.151.299.r,148.75722804395286,59.5,0.75470684
CFIS_LSB.087.326.r,148.78320746274716,73.0,0.70865632
CFIS_LSB.259.239.r,148.7897426352252,29.5,0.64878928
CFIS_LSB.251.245.r,148.80397545298715,32.5,0.72054762
CFIS_LSB.072.332.r,148.80835779979486,76.0,0.74441217
CFIS_LSB.092.324.r,148.8591269649903,72.0,0.22268668
CFIS_LSB.149.300.r,148.99999999999997,60.0,0.24859139
CFIS_LSB.250.246.r,149.04541160449344,33.0,0.78541494
CFIS_LSB.253.244.r,149.1660680253052,32.0,0.83743978
CFIS_LSB.261.238.r,149.20770585746826,29.0,0.0
CFIS_LSB.252.245.r,149.39681997670425,32.5,0.74048057
CFIS_LSB.154.298.r,149.5035100335974,59.0,0.36950956
CFIS_LSB.251.246.r,149.6415932509114,33.0,0.7974168
CFIS_LSB.090.325.r,149.64792855403678,72.5,0.59629847
CFIS_LSB.152.299.r,149.74237524954196,59.5,0.76971205
CFIS_LSB.254.244.r,149.75565722698624,32.0,0.84043941
CFIS_LSB.075.331.r,149.7723436087419,75.5,0.71663892
CFIS_LSB.070.333.r,149.92801494059142,76.5,0.70852069
CFIS_LSB.253.245.r,149.98966450042133,32.5,0.75908997
CFIS_LSB.150.300.r,149.99999999999997,60.0,0.25524081
CFIS_LSB.252.246.r,150.2377748973294,33.0,0.79762548
CFIS_LSB.255.244.r,150.3452464286673,32.0,0.60393356
CFIS_LSB.093.324.r,150.4771609537402,72.0,0.0
CFIS_LSB.088.326.r,150.4933592726638,73.0,0.671056
CFIS_LSB.254.245.r,150.5825090241384,32.5,0.80419044
CFIS_LSB.153.299.r,150.7275224551311,59.5,0.7720852
CFIS_LSB.073.332.r,150.87514054701424,76.0,0.61825675
CFIS_LSB.091.325.r,151.31068331574832,72.5,0.04990454
CFIS_LSB.086.327.r,151.40027044956395,73.5,0.81239507
CFIS_LSB.076.331.r,151.7693081901918,75.5,0.3985217
CFIS_LSB.222.266.r,151.77334818194407,43.0,0.79524009
CFIS_LSB.071.333.r,152.06984372545702,76.5,0.76357088
CFIS_LSB.089.326.r,152.20351108258043,73.0,0.4830741
CFIS_LSB.221.267.r,152.3351312313296,43.5,0.80081609
CFIS_LSB.084.328.r,152.3741216988186,74.0,0.75207314
CFIS_LSB.223.266.r,152.45701191249336,43.0,0.8399117
CFIS_LSB.225.265.r,152.5884418022914,42.5,0.81535662
CFIS_LSB.074.332.r,152.94192329423362,76.0,0.55298425
CFIS_LSB.092.325.r,152.97343807745983,72.5,0.0
CFIS_LSB.222.267.r,153.02443046767044,43.5,0.79348046
CFIS_LSB.224.266.r,153.14067564304264,43.0,0.85257525
CFIS_LSB.087.327.r,153.1607387106054,73.5,0.82689628
CFIS_LSB.226.265.r,153.26661265474604,42.5,0.87044687
CFIS_LSB.223.267.r,153.7137297040113,43.5,0.78559649
CFIS_LSB.225.266.r,153.82433937359195,43.0,0.77828494
CFIS_LSB.090.326.r,153.91366289249706,73.0,0.26591182
CFIS_LSB.227.265.r,153.94478350720067,42.5,0.83479473
CFIS_LSB.241.257.r,153.97232822699058,38.5,0.76100406
CFIS_LSB.243.256.r,154.18571313131832,38.0,0.75389584
CFIS_LSB.085.328.r,154.18809933809027,74.0,0.80281468
CFIS_LSB.240.258.r,154.41114790718007,39.0,0.73664703
CFIS_LSB.226.266.r,154.50800310414124,43.0,0.41596987
CFIS_LSB.242.257.r,154.61121755573328,38.5,0.79612172
CFIS_LSB.093.325.r,154.63619283917134,72.5,0.0
CFIS_LSB.244.256.r,154.8202222388546,38.0,0.7980393
CFIS_LSB.088.327.r,154.92120697164682,73.5,0.78606577
CFIS_LSB.106.320.r,154.96163320864358,70.0,0.73403427
CFIS_LSB.241.258.r,155.05452769012666,39.0,0.83874503
CFIS_LSB.243.257.r,155.25010688447597,38.5,0.75459694
CFIS_LSB.160.298.r,155.32832211282846,59.0,0.47659432
CFIS_LSB.245.256.r,155.4547313463909,38.0,0.78446713
CFIS_LSB.109.319.r,155.62207685057655,69.5,0.83559286
CFIS_LSB.091.326.r,155.6238147024137,73.0,0.17110378
CFIS_LSB.158.299.r,155.6532584830765,59.5,0.74857547
CFIS_LSB.242.258.r,155.69790747307323,39.0,0.74977822
CFIS_LSB.104.321.r,155.77870424640807,70.5,0.73606158
CFIS_LSB.244.257.r,155.88899621321866,38.5,0.68533339
CFIS_LSB.163.297.r,155.98128971762182,58.5,0.0
CFIS_LSB.086.328.r,156.00207697736192,74.0,0.7621483
CFIS_LSB.246.256.r,156.08924045392718,38.0,0.69109119
CFIS_LSB.132.310.r,156.1693044880649,65.0,0.77938904
CFIS_LSB.161.298.r,156.29912412603363,59.0,0.43102521
CFIS_LSB.243.258.r,156.34128725601985,39.0,0.74657624
CFIS_LSB.107.320.r,156.42353540872512,70.0,0.80674286
CFIS_LSB.245.257.r,156.52788554196138,38.5,0.77996179
CFIS_LSB.159.299.r,156.6384056886656,59.5,0.64348004
CFIS_LSB.089.327.r,156.68167523268826,73.5,0.32057959
CFIS_LSB.130.311.r,156.74236595623026,65.5,0.84075542
CFIS_LSB.135.309.r,156.7903835706643,64.5,0.77193629
CFIS_LSB.164.297.r,156.9382301453373,58.5,0.0
CFIS_LSB.110.319.r,157.0498023262699,69.5,0.76840829
CFIS_LSB.162.298.r,157.2699261392388,59.0,0.52955453
CFIS_LSB.105.321.r,157.27657640262353,70.5,0.58041263
CFIS_LSB.092.326.r,157.3339665123303,73.0,0.0
CFIS_LSB.133.310.r,157.35240527964115,65.0,0.85455619
CFIS_LSB.160.299.r,157.62355289425471,59.5,0.75175934
CFIS_LSB.087.328.r,157.81605461663358,74.0,0.31931027
CFIS_LSB.108.320.r,157.88543760880668,70.0,0.77772107
CFIS_LSB.165.297.r,157.89517057305275,58.5,0.0
CFIS_LSB.131.311.r,157.9480764635859,65.5,0.64701248
CFIS_LSB.136.309.r,157.95179381933588,64.5,0.69254092
CFIS_LSB.163.298.r,158.240728152444,59.0,0.51686868
CFIS_LSB.214.275.r,158.38003392268195,47.5,0.79864392
CFIS_LSB.090.327.r,158.4421434937297,73.5,0.0
CFIS_LSB.111.319.r,158.47752780196328,69.5,0.59697386
CFIS_LSB.134.310.r,158.5355060712174,65.0,0.74808728
CFIS_LSB.161.299.r,158.6087000998438,59.5,0.81818922
CFIS_LSB.106.321.r,158.774448558839,70.5,0.73028354
CFIS_LSB.166.297.r,158.85211100076822,58.5,0.0
CFIS_LSB.217.274.r,159.09129164189932,47.0,0.824083
CFIS_LSB.137.309.r,159.11320406800746,64.5,0.81401152
CFIS_LSB.215.275.r,159.12012753914306,47.5,0.79221565
CFIS_LSB.132.311.r,159.1537869709415,65.5,0.8048154
CFIS_LSB.213.276.r,159.16175256058082,48.0,0.79832938
CFIS_LSB.164.298.r,159.21153016564918,59.0,0.2022024
CFIS_LSB.109.320.r,159.34733980888822,70.0,0.67753554
CFIS_LSB.135.310.r,159.71860686279365,65.0,0.73315869
CFIS_LSB.218.274.r,159.82443123471913,47.0,0.8358154
CFIS_LSB.216.275.r,159.8602211556042,47.5,0.82227162
CFIS_LSB.112.319.r,159.90525327765664,69.5,0.15085095
CFIS_LSB.214.276.r,159.90899083551312,48.0,0.78720394
CFIS_LSB.107.321.r,160.27232071505443,70.5,0.40967532
CFIS_LSB.138.309.r,160.27461431667905,64.5,0.64603146
CFIS_LSB.133.311.r,160.35949747829713,65.5,0.45038108
CFIS_LSB.263.250.r,160.53185842213148,35.0,0.67187912
CFIS_LSB.219.274.r,160.55757082753894,47.0,0.85168551
CFIS_LSB.217.275.r,160.60031477206533,47.5,0.83549083
CFIS_LSB.215.276.r,160.65622911044542,48.0,0.69579
CFIS_LSB.265.249.r,160.77634933740825,34.5,0.74980589
CFIS_LSB.110.320.r,160.80924200896976,70.0,0.18607465
CFIS_LSB.136.310.r,160.9017076543699,65.0,0.23067705
CFIS_LSB.262.251.r,160.91082536356268,35.5,0.79516321
CFIS_LSB.196.285.r,160.982603907049,52.5,0.72713445
CFIS_LSB.267.248.r,161.03009612527137,34.0,0.78900577
CFIS_LSB.264.250.r,161.1422457165122,35.0,0.78757474
CFIS_LSB.218.275.r,161.34040838852647,47.5,0.78317481
CFIS_LSB.266.249.r,161.38305254245506,34.5,0.77424542
CFIS_LSB.263.251.r,161.5249888191488,35.5,0.75713414
CFIS_LSB.199.284.r,161.61478992553302,52.0,0.81546769
CFIS_LSB.268.248.r,161.63320509952334,34.0,0.69669731
CFIS_LSB.265.250.r,161.75263301089294,35.0,0.78743634
CFIS_LSB.197.285.r,161.80394372290127,52.5,0.79997919
CFIS_LSB.188.289.r,161.87277690866614,54.5,0.06807039
CFIS_LSB.267.249.r,161.9897557475019,34.5,0.84697652
CFIS_LSB.195.286.r,162.0099137594421,53.0,0.79586771
CFIS_LSB.264.251.r,162.13915227473493,35.5,0.76853851
CFIS_LSB.269.248.r,162.23631407377528,34.0,0.74430298
CFIS_LSB.266.250.r,162.36302030527366,35.0,0.83738311
CFIS_LSB.200.284.r,162.4269245482744,52.0,0.79736275
CFIS_LSB.191.288.r,162.4743043952396,54.0,0.63481644
CFIS_LSB.268.249.r,162.59645895254872,34.5,0.82833242
CFIS_LSB.198.285.r,162.62528353875356,52.5,0.80956278
CFIS_LSB.189.289.r,162.7338023177548,54.5,0.1099754
CFIS_LSB.265.251.r,162.75331573032105,35.5,0.8259592
CFIS_LSB.270.248.r,162.83942304802724,34.0,0.66120602
CFIS_LSB.196.286.r,162.84073383000333,53.0,0.87352652
CFIS_LSB.267.250.r,162.9734075996544,35.0,0.81829845
CFIS_LSB.269.249.r,163.20316215759556,34.5,0.78039884
CFIS_LSB.201.284.r,163.23905917101578,52.0,0.73563655
CFIS_LSB.192.288.r,163.32495520359166,54.0,0.72778949
CFIS_LSB.199.285.r,163.44662335460586,52.5,0.67834213
CFIS_LSB.190.289.r,163.59482772684342,54.5,0.19178831
CFIS_LSB.197.286.r,163.67155390056456,53.0,0.838709
CFIS_LSB.193.288.r,164.1756060119437,54.0,0.83342666
CFIS_LSB.200.285.r,164.26796317045816,52.5,0.77508785
CFIS_LSB.191.289.r,164.45585313593207,54.5,0.18864961
CFIS_LSB.194.288.r,165.02625682029574,54.0,0.83550439
CFIS_LSB.192.289.r,165.31687854502073,54.5,0.16901546
CFIS_LSB.221.277.r,166.7622347038059,48.5,0.84748002
CFIS_LSB.226.275.r,167.2611573202155,47.5,0.86361824
CFIS_LSB.224.276.r,167.38137358483615,48.0,0.76713876
CFIS_LSB.222.277.r,167.51681495133442,48.5,0.82337038
CFIS_LSB.220.278.r,167.66783953763957,49.0,0.86153553
CFIS_LSB.289.241.r,167.70555899704422,30.5,0.44677042
CFIS_LSB.209.283.r,167.86753892958166,51.5,0.85718256
CFIS_LSB.229.274.r,167.88896675573707,47.0,0.82424411
CFIS_LSB.288.242.r,167.99520919900758,31.0,0.75831628
CFIS_LSB.227.275.r,168.00125093667663,47.5,0.82562204
CFIS_LSB.291.240.r,168.0089283341811,30.0,0.43822159
CFIS_LSB.207.284.r,168.111866907464,52.0,0.74505295
CFIS_LSB.225.276.r,168.12861185976843,48.0,0.80715796
CFIS_LSB.223.277.r,168.27139519886296,48.5,0.78065566
CFIS_LSB.290.241.r,168.28585504893712,30.5,0.52248226
CFIS_LSB.221.278.r,168.42996608099247,49.0,0.85293583
CFIS_LSB.212.282.r,168.43566728096943,51.0,0.84496142
CFIS_LSB.289.242.r,168.57852589761524,31.0,0.7734683
CFIS_LSB.292.240.r,168.58627860337072,30.0,0.66997938
CFIS_LSB.230.274.r,168.62210634855688,47.0,0.8234888
CFIS_LSB.210.283.r,168.6707328957519,51.5,0.84543859
CFIS_LSB.228.275.r,168.74134455313776,47.5,0.79587005
CFIS_LSB.291.241.r,168.86615110083,30.5,0.73691242
CFIS_LSB.226.276.r,168.87585013470078,48.0,0.78245539
CFIS_LSB.208.284.r,168.92400153020537,52.0,0.74821083
CFIS_LSB.224.277.r,169.0259754463915,48.5,0.83196129
CFIS_LSB.259.260.r,169.05024396853008,40.0,0.85504336
CFIS_LSB.290.242.r,169.16184259622293,31.0,0.79208622
CFIS_LSB.293.240.r,169.16362887256034,30.0,0.74301015
CFIS_LSB.222.278.r,169.19209262434538,49.0,0.80084106
CFIS_LSB.213.282.r,169.2301751455023,51.0,0.84953045
CFIS_LSB.231.274.r,169.3552459413767,47.0,0.80964485
CFIS_LSB.292.241.r,169.4464471527229,30.5,0.75243757
CFIS_LSB.211.283.r,169.47392686192217,51.5,0.82633668
CFIS_LSB.229.275.r,169.4814381695989,47.5,0.83302065
CFIS_LSB.227.276.r,169.62308840963308,48.0,0.74691514
CFIS_LSB.258.261.r,169.64622298591124,40.5,0.80869896
CFIS_LSB.260.260.r,169.70294761319622,40.0,0.82554887
CFIS_LSB.209.284.r,169.73613615294676,52.0,0.82403615
CFIS_LSB.294.240.r,169.74097914174996,30.0,0.74095469
CFIS_LSB.291.242.r,169.7451592948306,31.0,0.75217322
CFIS_LSB.262.259.r,169.7716776011219,39.5,0.8662223
CFIS_LSB.225.277.r,169.78055569392004,48.5,0.79880286
CFIS_LSB.264.258.r,169.85226269789808,39.0,0.83203012
CFIS_LSB.214.282.r,170.02468301003518,51.0,0.90141327
CFIS_LSB.293.241.r,170.02674320461577,30.5,0.72885272
CFIS_LSB.230.275.r,170.22153178606,47.5,0.2939703
CFIS_LSB.091.329.r,170.25997788085635,74.5,0.53913846
CFIS_LSB.212.283.r,170.27712082809242,51.5,0.85322428
CFIS_LSB.259.261.r,170.30376648585664,40.5,0.7036593
CFIS_LSB.261.260.r,170.35565125786238,40.0,0.73063569
CFIS_LSB.263.259.r,170.41966110341625,39.5,0.78369867
CFIS_LSB.265.258.r,170.49564248084468,39.0,0.79371198
CFIS_LSB.210.284.r,170.5482707756881,52.0,0.7124637
CFIS_LSB.267.257.r,170.58345077430076,38.5,0.69479205
CFIS_LSB.297.239.r,170.6198979253355,29.5,0.34276783
CFIS_LSB.278.251.r,170.73744065294056,35.5,0.7562285
CFIS_LSB.215.282.r,170.81919087456805,51.0,0.47411942
CFIS_LSB.296.240.r,170.8956796801292,30.0,0.78903529
CFIS_LSB.280.250.r,170.90844242660384,35.0,0.70683164
CFIS_LSB.299.238.r,170.93143314706134,29.0,0.0
CFIS_LSB.074.335.r,170.94837366777602,77.5,0.19292717
CFIS_LSB.260.261.r,170.96130998580202,40.5,0.87425543
CFIS_LSB.262.260.r,171.0083549025285,40.0,0.80349102
CFIS_LSB.264.259.r,171.06764460571063,39.5,0.80948187
CFIS_LSB.213.283.r,171.08031479426265,51.5,0.64182604
CFIS_LSB.266.258.r,171.13902226379125,39.0,0.80694513
CFIS_LSB.298.239.r,171.19437569612785,29.5,0.43977549
CFIS_LSB.277.252.r,171.19541488372087,36.0,0.82057822
CFIS_LSB.268.257.r,171.22234010304345,38.5,0.77557237
CFIS_LSB.279.251.r,171.3516041085267,35.5,0.78337479
CFIS_LSB.297.240.r,171.47302994931883,30.0,0.72687984
CFIS_LSB.300.238.r,171.50311018099802,29.0,0.0
CFIS_LSB.281.250.r,171.51882972098457,35.0,0.72957695
CFIS_LSB.263.260.r,171.66105854719464,40.0,0.8097302
CFIS_LSB.265.259.r,171.71562810800498,39.5,0.79526628
CFIS_LSB.299.239.r,171.7688534669202,29.5,0.37839743
CFIS_LSB.267.258.r,171.78240204673784,39.0,0.84182772
CFIS_LSB.278.252.r,171.81344887247076,36.0,0.77897495
CFIS_LSB.269.257.r,171.86122943178617,38.5,0.84159552
CFIS_LSB.089.330.r,171.93479707945417,75.0,0.0
CFIS_LSB.280.251.r,171.9657675641128,35.5,0.78686214
CFIS_LSB.298.240.r,172.05038021850848,30.0,0.79199095
CFIS_LSB.301.238.r,172.07478721493467,29.0,0.0
CFIS_LSB.282.250.r,172.1292170153653,35.0,0.80338294
CFIS_LSB.092.329.r,172.13096664877784,74.5,0.54794963
CFIS_LSB.289.246.r,172.2964958147944,33.0,0.74755109
CFIS_LSB.095.328.r,172.32787573080677,74.0,0.52467
CFIS_LSB.300.239.r,172.3433312377126,29.5,0.43928465
CFIS_LSB.268.258.r,172.4257818296844,39.0,0.80889587
CFIS_LSB.279.252.r,172.43148286122064,36.0,0.78320649
CFIS_LSB.291.245.r,172.51775640167037,32.5,0.77259349
CFIS_LSB.281.251.r,172.5799310196989,35.5,0.72405188
CFIS_LSB.299.240.r,172.6277304876981,30.0,0.67115559
CFIS_LSB.302.238.r,172.64646424887133,29.0,0.0
CFIS_LSB.288.247.r,172.6855118402541,33.5,0.75326973
CFIS_LSB.283.250.r,172.73960430974603,35.0,0.75331733
CFIS_LSB.293.244.r,172.74963609254712,32.0,0.78142976
CFIS_LSB.290.246.r,172.89267746121237,33.0,0.8032246
CFIS_LSB.278.253.r,172.91635714009212,36.5,0.71673983
CFIS_LSB.301.239.r,172.91780900850495,29.5,0.37376992
CFIS_LSB.292.245.r,173.11060092538744,32.5,0.75654667
CFIS_LSB.072.336.r,173.1504364107886,78.0,0.28949881
CFIS_LSB.282.251.r,173.19409447528503,35.5,0.81213752
CFIS_LSB.075.335.r,173.25848682544867,77.5,0.03357518
CFIS_LSB.289.247.r,173.28511431192166,33.5,0.79316029
CFIS_LSB.294.244.r,173.3392252942282,32.0,0.74457482
CFIS_LSB.078.334.r,173.37104782084631,77.0,0.02374263
CFIS_LSB.277.254.r,173.42078865463725,37.0,0.62657831
CFIS_LSB.291.246.r,173.48885910763036,33.0,0.66314142
CFIS_LSB.279.253.r,173.53835842476872,36.5,0.74170452
CFIS_LSB.281.252.r,173.66755083872044,36.0,0.73449996
CFIS_LSB.293.245.r,173.70344544910455,32.5,0.78555517
CFIS_LSB.090.330.r,173.8666487320323,75.0,0.2017641
CFIS_LSB.290.247.r,173.8847167835892,33.5,0.71636233
CFIS_LSB.295.244.r,173.92881449590922,32.0,0.68864696
CFIS_LSB.093.329.r,174.00195541669936,74.5,0.70855987
CFIS_LSB.278.254.r,174.04685648371537,37.0,0.80591556
CFIS_LSB.292.246.r,174.08504075404832,33.0,0.76377046
CFIS_LSB.096.328.r,174.14185337007842,74.0,0.44497046
CFIS_LSB.280.253.r,174.16035970944532,36.5,0.795197
CFIS_LSB.282.252.r,174.28558482747033,36.0,0.80625021
CFIS_LSB.294.245.r,174.29628997282165,32.5,0.72842476
CFIS_LSB.291.247.r,174.48431925525674,33.5,0.64106799
CFIS_LSB.296.244.r,174.5184036975903,32.0,0.65089461
CFIS_LSB.279.254.r,174.67292431279347,37.0,0.84510177
CFIS_LSB.293.246.r,174.6812224004663,33.0,0.73466505
CFIS_LSB.281.253.r,174.7823609941219,36.5,0.77867258
CFIS_LSB.295.245.r,174.8891344965387,32.5,0.77986444
CFIS_LSB.283.252.r,174.90361881622024,36.0,0.83871379
CFIS_LSB.280.254.r,175.2989921418716,37.0,0.84116537
CFIS_LSB.282.253.r,175.4043622787985,36.5,0.79280639
CFIS_LSB.284.252.r,175.52165280497013,36.0,0.80770854
CFIS_LSB.073.336.r,175.55530358316068,78.0,0.0
CFIS_LSB.076.335.r,175.56859998312132,77.5,0.06702286
CFIS_LSB.079.334.r,175.5937535621392,77.0,0.30906721
CFIS_LSB.091.330.r,175.79850038461043,75.0,0.25942904
CFIS_LSB.094.329.r,175.87294418462085,74.5,0.54021093
CFIS_LSB.281.254.r,175.92505997094972,37.0,0.80594696
CFIS_LSB.097.328.r,175.95583100935008,74.0,0.22126808
CFIS_LSB.283.253.r,176.0263635634751,36.5,0.77310769
CFIS_LSB.285.252.r,176.13968679372002,36.0,0.66939014
CFIS_LSB.284.253.r,176.64836484815166,36.5,0.63208521
CFIS_LSB.296.247.r,177.48233161359448,33.5,0.7157318
CFIS_LSB.298.246.r,177.66213063255617,33.0,0.82600013
CFIS_LSB.095.329.r,177.74393295254234,74.5,0.22212173
CFIS_LSB.080.334.r,177.8164593034321,77.0,0.05147592
CFIS_LSB.077.335.r,177.87871314079396,77.5,0.03414816
CFIS_LSB.295.248.r,177.91714740432604,34.0,0.72604734
CFIS_LSB.256.268.r,177.94093965013488,44.0,0.69532689
CFIS_LSB.074.336.r,177.96017075553274,78.0,0.29360698
CFIS_LSB.297.247.r,178.08193408526205,33.5,0.79757613
CFIS_LSB.299.246.r,178.25831227897413,33.0,0.77483149
CFIS_LSB.296.248.r,178.520256378578,34.0,0.76831011
CFIS_LSB.259.267.r,178.5285022122822,43.5,0.83547596
CFIS_LSB.257.268.r,178.63602144564322,44.0,0.86159851
CFIS_LSB.298.247.r,178.6815365569296,33.5,0.69710123
CFIS_LSB.255.269.r,178.7590882714448,44.5,0.82593212
CFIS_LSB.300.246.r,178.85449392539212,33.0,0.81624432
CFIS_LSB.137.315.r,178.99912618806354,67.5,0.79947546
CFIS_LSB.297.248.r,179.12336535282995,34.0,0.72579816
CFIS_LSB.140.314.r,179.15132656732158,67.0,0.80321007
CFIS_LSB.260.267.r,179.21780144862305,43.5,0.86728319
CFIS_LSB.299.247.r,179.28113902859712,33.5,0.74114432
CFIS_LSB.258.268.r,179.33110324115154,44.0,0.89901918
CFIS_LSB.301.246.r,179.45067557181008,33.0,0.78086168
CFIS_LSB.256.269.r,179.46010430388185,44.5,0.85320803
CFIS_LSB.152.310.r,179.83132031958988,65.0,0.80387079
CFIS_LSB.300.247.r,179.8807415002647,33.5,0.80280592
CFIS_LSB.261.267.r,179.90710068496392,43.5,0.81260481
CFIS_LSB.084.333.r,179.91361792870973,76.5,0.03299532
CFIS_LSB.259.268.r,180.02618503665988,44.0,0.82231798
CFIS_LSB.081.334.r,180.039165044725,77.0,0.24237732
CFIS_LSB.257.269.r,180.16112033631887,44.5,0.82032738
CFIS_LSB.078.335.r,180.18882629846664,77.5,0.05792366
CFIS_LSB.135.316.r,180.189033472396,68.0,0.84666168
CFIS_LSB.158.308.r,180.21259058368383,64.0,0.72789841
CFIS_LSB.138.315.r,180.30568915293992,67.5,0.8393404
CFIS_LSB.075.336.r,180.3650379279048,78.0,0.0159036
CFIS_LSB.141.314.r,180.4309788999453,67.0,0.81365827
CFIS_LSB.144.313.r,180.5646849384817,66.5,0.66325431
CFIS_LSB.260.268.r,180.72126683216823,44.0,0.8768977
CFIS_LSB.150.311.r,180.8565761033426,65.5,0.80867757
CFIS_LSB.153.310.r,181.01442111116611,65.0,0.76331686
CFIS_LSB.156.309.r,181.17999879276763,64.5,0.84209312
CFIS_LSB.118.322.r,181.22165571867723,71.0,0.77531864
CFIS_LSB.159.308.r,181.3531766000363,64.0,0.67053932
CFIS_LSB.136.316.r,181.523767053673,68.0,0.86957804
CFIS_LSB.162.307.r,181.5338345911301,63.5,0.01160613
CFIS_LSB.139.315.r,181.6122521178163,67.5,0.82274784
CFIS_LSB.142.314.r,181.71063123256903,67.0,0.81869364
CFIS_LSB.091.331.r,181.72377691194012,75.5,0.01002935
CFIS_LSB.145.313.r,181.8186063616656,66.5,0.8031854
CFIS_LSB.148.312.r,181.93590683249363,66.0,0.83420124
CFIS_LSB.214.288.r,182.03927298733652,54.0,0.0
CFIS_LSB.085.333.r,182.0554467135753,76.5,0.01678287
CFIS_LSB.151.311.r,182.06228661069824,65.5,0.68928293
CFIS_LSB.154.310.r,182.1975219027424,65.0,0.75118523
CFIS_LSB.082.334.r,182.2618707860179,77.0,0.08675603
CFIS_LSB.157.309.r,182.3414090414392,64.5,0.80726241
CFIS_LSB.160.308.r,182.49376261638872,64.0,0.69763155
CFIS_LSB.079.335.r,182.49893945613928,77.5,0.0454437
CFIS_LSB.212.289.r,182.53738672679373,54.5,0.0
CFIS_LSB.163.307.r,182.65441381700128,63.5,0.00733425
CFIS_LSB.122.321.r,182.7404030582864,70.5,0.8517386
CFIS_LSB.119.322.r,182.75743246205587,71.0,0.7505865
CFIS_LSB.076.336.r,182.76990510027687,78.0,0.22325809
CFIS_LSB.116.323.r,182.78962766292773,71.5,0.64837557
CFIS_LSB.137.316.r,182.85850063495,68.0,0.86108535
CFIS_LSB.215.288.r,182.8899237956886,54.0,0.01336522
CFIS_LSB.140.315.r,182.91881508269267,67.5,0.86171734
CFIS_LSB.143.314.r,182.99028356519275,67.0,0.83505605
CFIS_LSB.210.290.r,183.06191354021527,55.0,0.05356704
CFIS_LSB.146.313.r,183.07252778484943,66.5,0.86509395
CFIS_LSB.149.312.r,183.16520350028077,66.0,0.63870605
CFIS_LSB.152.311.r,183.26799711805384,65.5,0.83080228
CFIS_LSB.155.310.r,183.38062269431865,65.0,0.79932705
CFIS_LSB.213.289.r,183.3984121358824,54.5,0.2337255
CFIS_LSB.158.309.r,183.5028192901108,64.5,0.7261537
CFIS_LSB.095.330.r,183.525906994923,75.0,0.34845851
CFIS_LSB.161.308.r,183.6343486327412,64.0,0.68290198
CFIS_LSB.092.331.r,183.72074149339005,75.5,0.00883652
CFIS_LSB.216.288.r,183.74057460404063,54.0,0.03653294
CFIS_LSB.164.307.r,183.77499304287247,63.5,0.01132463
CFIS_LSB.211.290.r,183.9336369380258,55.0,0.65693188
CFIS_LSB.086.333.r,184.1972754984409,76.5,0.0
CFIS_LSB.141.315.r,184.22537804756905,67.5,0.85954531
CFIS_LSB.123.321.r,184.23827521450184,70.5,0.78696862
CFIS_LSB.214.289.r,184.259437544971,54.5,0.6248916
CFIS_LSB.144.314.r,184.26993589781648,67.0,0.76196722
CFIS_LSB.120.322.r,184.2932092054345,71.0,0.85036991
CFIS_LSB.147.313.r,184.32644920803335,66.5,0.8444409
CFIS_LSB.117.323.r,184.3654003151944,71.5,0.8351107
CFIS_LSB.150.312.r,184.39450016806785,66.0,0.85807858
CFIS_LSB.153.311.r,184.47370762540947,65.5,0.73985596
CFIS_LSB.083.334.r,184.4845765273108,77.0,0.20981669
CFIS_LSB.156.310.r,184.56372348589488,65.0,0.79995606
