tile,ra,dec,good_fraction
CFIS_LSB.217.288.r,184.59122541239267,54.0,0.04096757
CFIS_LSB.159.309.r,184.6642295387824,64.5,0.86087877
CFIS_LSB.162.308.r,184.7749346490936,64.0,0.71871895
CFIS_LSB.212.290.r,184.8053603358364,55.0,0.70868402
CFIS_LSB.080.335.r,184.80905261381196,77.5,0.03178688
CFIS_LSB.105.327.r,184.8491674093513,73.5,0.8309204
CFIS_LSB.165.307.r,184.8955722687436,63.5,0.00663337
CFIS_LSB.102.328.r,185.02571920570836,74.0,0.60131294
CFIS_LSB.215.289.r,185.1204629540597,54.5,0.68417143
CFIS_LSB.077.336.r,185.1747722726489,78.0,0.07591277
CFIS_LSB.096.330.r,185.45775864750112,75.0,0.64719283
CFIS_LSB.148.313.r,185.58037063121728,66.5,0.78332362
CFIS_LSB.151.312.r,185.623796835855,66.0,0.82991379
CFIS_LSB.154.311.r,185.67941813276508,65.5,0.82491427
CFIS_LSB.093.331.r,185.71770607483995,75.5,0.44811265
CFIS_LSB.124.321.r,185.7361473707173,70.5,0.78058166
CFIS_LSB.157.310.r,185.74682427747112,65.0,0.83735119
CFIS_LSB.160.309.r,185.825639787454,64.5,0.82170221
CFIS_LSB.121.322.r,185.8289859488131,71.0,0.83702512
CFIS_LSB.197.296.r,185.87737160778607,58.0,0.26893338
CFIS_LSB.163.308.r,185.915520665446,64.0,0.5480822
CFIS_LSB.118.323.r,185.94117296746097,71.5,0.79692454
CFIS_LSB.090.332.r,186.0104472497436,76.0,0.0
CFIS_LSB.166.307.r,186.0161514946148,63.5,0.01087909
CFIS_LSB.109.326.r,186.40654728091312,73.0,0.78036743
CFIS_LSB.195.297.r,186.6033834045169,58.5,0.0
CFIS_LSB.106.327.r,186.6096356703928,73.5,0.58419567
CFIS_LSB.084.334.r,186.7072822686037,77.0,0.13404539
CFIS_LSB.198.296.r,186.820911565186,58.0,0.32493479
CFIS_LSB.146.314.r,186.82924056306396,67.0,0.76079478
CFIS_LSB.149.313.r,186.8342920544012,66.5,0.82830521
CFIS_LSB.103.328.r,186.83969684498,74.0,0.76478496
CFIS_LSB.152.312.r,186.8530935036421,66.0,0.84436609
CFIS_LSB.155.311.r,186.8851286401207,65.5,0.77823604
CFIS_LSB.158.310.r,186.92992506904736,65.0,0.85394046
CFIS_LSB.161.309.r,186.9870500361256,64.5,0.85909732
CFIS_LSB.201.295.r,187.0464791687096,57.5,0.79263346
CFIS_LSB.164.308.r,187.05610668179844,64.0,0.68087681
CFIS_LSB.100.329.r,187.09887679214984,74.5,0.76291541
CFIS_LSB.081.335.r,187.11916577148455,77.5,0.07187651
CFIS_LSB.167.307.r,187.136730720486,63.5,0.00698816
CFIS_LSB.122.322.r,187.36476269219173,71.0,0.85645966
CFIS_LSB.097.330.r,187.38961030007928,75.0,0.70313714
CFIS_LSB.196.297.r,187.5603238322324,58.5,0.0
CFIS_LSB.094.331.r,187.71467065628983,75.5,0.48512944
CFIS_LSB.199.296.r,187.76445152258592,58.0,0.31246067
CFIS_LSB.202.295.r,187.97705866706136,57.5,0.74195713
CFIS_LSB.091.332.r,188.07722999696296,76.0,0.0
CFIS_LSB.153.312.r,188.0823901714292,66.0,0.7203129
CFIS_LSB.150.313.r,188.08821347758507,66.5,0.79143756
CFIS_LSB.147.314.r,188.1088928956877,67.0,0.82548327
CFIS_LSB.159.310.r,188.1130258606236,65.0,0.83238881
CFIS_LSB.110.326.r,188.1166990908297,73.0,0.75786929
CFIS_LSB.162.309.r,188.14846028479715,64.5,0.85761254
CFIS_LSB.165.308.r,188.19669269815088,64.0,0.70440196
CFIS_LSB.168.307.r,188.25730994635717,63.5,0.01248766
CFIS_LSB.107.327.r,188.37010393143424,73.5,0.53128141
CFIS_LSB.197.297.r,188.51726425994784,58.5,0.0
CFIS_LSB.104.328.r,188.6536744842516,74.0,0.81175014
CFIS_LSB.200.296.r,188.70799147998585,58.0,0.32196887
CFIS_LSB.203.295.r,188.90763816541315,57.5,0.71884317
CFIS_LSB.101.329.r,188.96986556007133,74.5,0.83624396
CFIS_LSB.120.323.r,189.09271827199424,71.5,0.81188906
CFIS_LSB.163.309.r,189.30987053346877,64.5,0.7958423
CFIS_LSB.154.312.r,189.31168683921635,66.0,0.84574042
CFIS_LSB.098.330.r,189.3214619526574,75.0,0.74976436
CFIS_LSB.166.308.r,189.3372787145033,64.0,0.659252
CFIS_LSB.151.313.r,189.34213490076897,66.5,0.83925971
CFIS_LSB.169.307.r,189.37788917222832,63.5,0.00677432
CFIS_LSB.148.314.r,189.3885452283114,67.0,0.8235016
CFIS_LSB.201.296.r,189.65153143738576,58.0,0.32615492
CFIS_LSB.095.331.r,189.71163523773973,75.5,0.57240712
CFIS_LSB.111.326.r,189.8268509007464,73.0,0.68271817
CFIS_LSB.108.327.r,190.13057219247565,73.5,0.81763388
CFIS_LSB.124.322.r,190.43631617894897,71.0,0.77644149
CFIS_LSB.105.328.r,190.4676521235233,74.0,0.8085481
CFIS_LSB.167.308.r,190.4778647308557,64.0,0.692286
CFIS_LSB.152.313.r,190.5960563239529,66.5,0.87748019
CFIS_LSB.121.323.r,190.6684909242608,71.5,0.77913721
CFIS_LSB.102.329.r,190.84085432799284,74.5,0.76179347
CFIS_LSB.118.324.r,190.9280106724876,72.0,0.58240026
CFIS_LSB.115.325.r,191.2167975968248,72.5,0.78057629
CFIS_LSB.099.330.r,191.25331360523555,75.0,0.7454552
CFIS_LSB.112.326.r,191.53700271066305,73.0,0.77778068
CFIS_LSB.109.327.r,191.8910404535171,73.5,0.77021177
CFIS_LSB.125.322.r,191.9720929223276,71.0,0.71724062
CFIS_LSB.122.323.r,192.24426357652743,71.5,0.75371935
CFIS_LSB.106.328.r,192.2816297627949,74.0,0.83662978
CFIS_LSB.119.324.r,192.54604466123743,72.0,0.65662764
CFIS_LSB.337.238.r,192.65516043665443,29.0,0.0150567
CFIS_LSB.103.329.r,192.71184309591436,74.5,0.76171026
CFIS_LSB.116.325.r,192.8795523585363,72.5,0.76878891
CFIS_LSB.336.239.r,193.0245309862381,29.5,0.6047124
CFIS_LSB.100.330.r,193.18516525781368,75.0,0.843258
CFIS_LSB.338.238.r,193.22683747059108,29.0,0.05338075
CFIS_LSB.113.326.r,193.24715452057964,73.0,0.77065937
CFIS_LSB.335.240.r,193.41234017852463,30.0,0.83455642
CFIS_LSB.126.322.r,193.5078696657062,71.0,0.80451406
CFIS_LSB.337.239.r,193.59900875703048,29.5,0.43563444
CFIS_LSB.110.327.r,193.65150871455853,73.5,0.83211647
CFIS_LSB.339.238.r,193.79851450452776,29.0,0.0
CFIS_LSB.123.323.r,193.82003622879407,71.5,0.69214548
CFIS_LSB.336.240.r,193.98969044771425,30.0,0.7908642
CFIS_LSB.120.324.r,194.16407864998737,72.0,0.68125067
CFIS_LSB.338.239.r,194.1734865278229,29.5,0.35425721
CFIS_LSB.340.238.r,194.3701915384644,29.0,0.0
CFIS_LSB.117.325.r,194.5423071202478,72.5,0.78301496
CFIS_LSB.337.240.r,194.56704071690388,30.0,0.76426552
CFIS_LSB.104.329.r,194.58283186383585,74.5,0.81945359
CFIS_LSB.339.239.r,194.74796429861524,29.5,0.41584624
CFIS_LSB.215.293.r,194.7686110203701,56.5,0.47587266
CFIS_LSB.341.238.r,194.94186857240103,29.0,0.00011819
CFIS_LSB.114.326.r,194.9573063304963,73.0,0.80472577
CFIS_LSB.338.240.r,195.1443909860935,30.0,0.76465095
CFIS_LSB.340.239.r,195.3224420694076,29.5,0.35230263
CFIS_LSB.124.323.r,195.39580888106067,71.5,0.7718847
CFIS_LSB.111.327.r,195.4119769756,73.5,0.78944221
CFIS_LSB.213.294.r,195.54235585971455,57.0,0.37998782
CFIS_LSB.216.293.r,195.67451153674392,56.5,0.35869365
CFIS_LSB.219.292.r,195.8179356718684,56.0,0.73831727
CFIS_LSB.214.294.r,196.4603950891029,57.0,0.34600126
CFIS_LSB.217.293.r,196.58041205311773,56.5,0.8215954
CFIS_LSB.115.326.r,196.6674581404129,73.0,0.63364564
CFIS_LSB.220.292.r,196.71208149685407,56.0,0.86247674
CFIS_LSB.215.294.r,197.3784343184913,57.0,0.88362254
CFIS_LSB.218.293.r,197.48631256949156,56.5,0.84464118
CFIS_LSB.221.292.r,197.60622732183975,56.0,0.77256171
CFIS_LSB.213.295.r,198.21343314893105,57.5,0.80704833
CFIS_LSB.219.293.r,198.39221308586536,56.5,0.67789504
CFIS_LSB.211.296.r,199.08693101138508,58.0,0.61668911
CFIS_LSB.214.295.r,199.1440126472828,57.5,0.79014188
CFIS_LSB.217.294.r,199.2145127772679,57.0,0.80211665
CFIS_LSB.212.296.r,200.030470968785,58.0,0.79355815
CFIS_LSB.215.295.r,200.0745921456346,57.5,0.8219159
CFIS_LSB.218.294.r,200.13255200665623,57.0,0.84833038
CFIS_LSB.185.305.r,200.32545274351847,62.5,0.00123565
CFIS_LSB.213.296.r,200.9740109261849,58.0,0.79606533
CFIS_LSB.216.295.r,201.0051716439864,57.5,0.84279823
CFIS_LSB.219.294.r,201.05059123604457,57.0,0.76930791
CFIS_LSB.277.273.r,201.2044444687734,46.5,0.78898321
CFIS_LSB.186.305.r,201.40829302861852,62.5,0.00376027
CFIS_LSB.280.272.r,201.53791554760167,46.0,0.62250327
CFIS_LSB.183.306.r,201.5460677095519,63.0,0.56764187
CFIS_LSB.275.274.r,201.61338802544844,47.0,0.74370025
CFIS_LSB.283.271.r,201.88062450757664,45.5,0.78536123
CFIS_LSB.278.273.r,201.93081430440077,46.5,0.81628946
CFIS_LSB.217.295.r,201.93575114233815,57.5,0.86037337
CFIS_LSB.260.280.r,202.2440974918536,50.0,0.75605233
CFIS_LSB.281.272.r,202.2576938174145,46.0,0.74401528
CFIS_LSB.091.334.r,202.266222457654,77.0,0.57148106
CFIS_LSB.276.274.r,202.34652761826823,47.0,0.69127827
CFIS_LSB.190.304.r,202.35517447800368,62.0,0.24931209
CFIS_LSB.263.279.r,202.4796291837412,49.5,0.76110933
CFIS_LSB.187.305.r,202.49113331371865,62.5,0.1897831
CFIS_LSB.289.269.r,202.5936333743041,44.5,0.7546148
CFIS_LSB.284.271.r,202.59398360477655,45.5,0.67064283
CFIS_LSB.184.306.r,202.64741234184453,63.0,0.71984384
CFIS_LSB.279.273.r,202.65718414002808,46.5,0.75326104
CFIS_LSB.258.281.r,202.8052460964125,50.5,0.79850906
CFIS_LSB.287.270.r,202.93964620053916,45.0,0.78952166
CFIS_LSB.292.268.r,202.96388428843508,44.0,0.79689004
CFIS_LSB.282.272.r,202.9774720872274,46.0,0.6784807
CFIS_LSB.261.280.r,203.0219594052838,50.0,0.83168702
CFIS_LSB.277.274.r,203.0796672110881,47.0,0.73298128
CFIS_LSB.236.289.r,203.2019965449213,54.5,0.83250709
CFIS_LSB.264.279.r,203.2495137053524,49.5,0.81961629
CFIS_LSB.088.335.r,203.28995787519312,77.5,0.70588286
CFIS_LSB.290.269.r,203.29464940674117,44.5,0.77439506
CFIS_LSB.285.271.r,203.3073427019765,45.5,0.73052808
CFIS_LSB.280.273.r,203.38355397565545,46.5,0.75080454
CFIS_LSB.191.304.r,203.4202017120984,62.0,0.82719584
CFIS_LSB.095.333.r,203.47373456223124,76.5,0.2506903
CFIS_LSB.188.305.r,203.57397359881875,62.5,0.74794094
CFIS_LSB.259.281.r,203.59131294174745,50.5,0.81155489
CFIS_LSB.288.270.r,203.64675298172568,45.0,0.78061619
CFIS_LSB.293.268.r,203.65896608394343,44.0,0.73444031
CFIS_LSB.283.272.r,203.69725035704025,46.0,0.64587812
CFIS_LSB.185.306.r,203.7487569741372,63.0,0.81808474
CFIS_LSB.262.280.r,203.799821318714,50.0,0.76710547
CFIS_LSB.278.274.r,203.81280680390788,47.0,0.78291475
CFIS_LSB.234.290.r,203.9832750876685,55.0,0.84946912
CFIS_LSB.291.269.r,203.9956654391782,44.5,0.80845066
CFIS_LSB.265.279.r,204.0193982269636,49.5,0.66202623
CFIS_LSB.286.271.r,204.0207017991764,45.5,0.72625597
CFIS_LSB.237.289.r,204.06302195401,54.5,0.7719751
CFIS_LSB.281.273.r,204.10992381128275,46.5,0.74606382
CFIS_LSB.240.288.r,204.1561940044896,54.0,0.81387666
CFIS_LSB.153.316.r,204.21423793538213,68.0,0.69878407
CFIS_LSB.289.270.r,204.3538597629122,45.0,0.76878363
CFIS_LSB.294.268.r,204.35404787945177,44.0,0.81626116
CFIS_LSB.260.281.r,204.3773797870824,50.5,0.6900988
CFIS_LSB.085.336.r,204.41370965162545,78.0,0.08178622
CFIS_LSB.284.272.r,204.41702862685312,46.0,0.7356747
CFIS_LSB.092.334.r,204.4889281989469,77.0,0.7037808
CFIS_LSB.263.280.r,204.5776832321442,50.0,0.789429
CFIS_LSB.150.317.r,204.63778708282248,68.5,0.77699568
CFIS_LSB.189.305.r,204.6568138839189,62.5,0.81595152
CFIS_LSB.292.269.r,204.6966814716152,44.5,0.78225484
CFIS_LSB.266.279.r,204.78928274857475,49.5,0.79400714
CFIS_LSB.235.290.r,204.854998485479,55.0,0.81591035
CFIS_LSB.238.289.r,204.92404736309865,54.5,0.64238031
CFIS_LSB.307.263.r,204.952036200875,41.5,0.64125125
CFIS_LSB.205.300.r,204.99999999999997,60.0,0.84620912
CFIS_LSB.241.288.r,205.0068448128416,54.0,0.77801211
CFIS_LSB.295.268.r,205.0491296749601,44.0,0.7490938
CFIS_LSB.290.270.r,205.0609665440988,45.0,0.66302815
CFIS_LSB.157.315.r,205.1303854855911,67.5,0.75729756
CFIS_LSB.285.272.r,205.136806896666,46.0,0.75220375
CFIS_LSB.305.264.r,205.20899126497235,42.0,0.72105294
CFIS_LSB.264.280.r,205.3555451455744,50.0,0.73902934
CFIS_LSB.310.262.r,205.37701396906573,41.0,0.3885363
CFIS_LSB.293.269.r,205.39769750405227,44.5,0.77064804
CFIS_LSB.298.267.r,205.41117242957569,43.5,0.55827232
CFIS_LSB.288.271.r,205.44741999357623,45.5,0.87820794
CFIS_LSB.154.316.r,205.54897151665915,68.0,0.72244282
CFIS_LSB.283.273.r,205.56266348253743,46.5,0.75478255
CFIS_LSB.089.335.r,205.60007103286577,77.5,0.46998865
CFIS_LSB.096.333.r,205.61556334709684,76.5,0.71459043
CFIS_LSB.308.263.r,205.6196324099984,41.5,0.51118294
CFIS_LSB.082.337.r,205.64992118644005,78.5,0.01315945
CFIS_LSB.236.290.r,205.72672188328957,55.0,0.80821318
CFIS_LSB.296.268.r,205.74421147046849,44.0,0.81829961
CFIS_LSB.239.289.r,205.78507277218725,54.5,0.73326891
CFIS_LSB.286.272.r,205.85658516647885,46.0,0.83844656
CFIS_LSB.242.288.r,205.8574956211937,54.0,0.78052941
CFIS_LSB.306.264.r,205.88180762977555,42.0,0.5375972
CFIS_LSB.209.299.r,205.8957659681202,59.5,0.78778069
CFIS_LSB.206.300.r,205.99999999999997,60.0,0.70354173
CFIS_LSB.151.317.r,206.002038996708,68.5,0.74290719
CFIS_LSB.311.262.r,206.0395204657401,41.0,0.0
CFIS_LSB.294.269.r,206.0987135364893,44.5,0.84723545
CFIS_LSB.299.267.r,206.1004716659165,43.5,0.3307845
CFIS_LSB.203.301.r,206.1233625350359,60.5,0.74894646
CFIS_LSB.289.271.r,206.16077909077612,45.5,0.7580857
CFIS_LSB.309.263.r,206.2872286191217,41.5,0.04208186
CFIS_LSB.284.273.r,206.2890333181648,46.5,0.78878171
CFIS_LSB.158.315.r,206.43694845046747,67.5,0.66933365
CFIS_LSB.297.268.r,206.4392932659768,44.0,0.81017218
CFIS_LSB.307.264.r,206.55462399457872,42.0,0.00088358
CFIS_LSB.287.272.r,206.5763634362917,46.0,0.79154097
CFIS_LSB.240.289.r,206.6460981812759,54.5,0.6634341
CFIS_LSB.216.297.r,206.6991323865418,58.5,0.82609934
CFIS_LSB.093.334.r,206.7116339402398,77.0,0.69447702
CFIS_LSB.300.267.r,206.78977090225737,43.5,0.27761831
CFIS_LSB.295.269.r,206.79972956892635,44.5,0.84555515
CFIS_LSB.086.336.r,206.81857682399752,78.0,0.02169016
CFIS_LSB.345.247.r,206.8628527253044,33.5,0.73776602
CFIS_LSB.290.271.r,206.8741381879761,45.5,0.88311881
CFIS_LSB.210.299.r,206.8809131737093,59.5,0.84632242
CFIS_LSB.155.316.r,206.8837050979361,68.0,0.69496159
CFIS_LSB.207.300.r,207.0,60.0,0.74755899
CFIS_LSB.285.273.r,207.0154031537921,46.5,0.78379943
CFIS_LSB.298.268.r,207.13437506148512,44.0,0.4866098
CFIS_LSB.204.301.r,207.138748557376,60.5,0.72454748
CFIS_LSB.288.272.r,207.29614170610455,46.0,0.80370514
CFIS_LSB.152.317.r,207.36629091059345,68.5,0.65583837
CFIS_LSB.346.247.r,207.46245519697197,33.5,0.71575276
CFIS_LSB.344.248.r,207.4694871426717,34.0,0.78340456
CFIS_LSB.348.246.r,207.47121295345485,33.0,0.7508075
CFIS_LSB.283.274.r,207.47850476800693,47.0,0.84522752
CFIS_LSB.296.269.r,207.50074560136335,44.5,0.78144485
CFIS_LSB.220.296.r,207.57879062798443,58.0,0.86090324
CFIS_LSB.291.271.r,207.587497285176,45.5,0.84137329
CFIS_LSB.217.297.r,207.65607281425727,58.5,0.66946467
CFIS_LSB.286.273.r,207.74177298941945,46.5,0.80525065
CFIS_LSB.159.315.r,207.74351141534385,67.5,0.81706218
CFIS_LSB.214.298.r,207.75163082590805,59.0,0.85541979
CFIS_LSB.097.333.r,207.7573921319624,76.5,0.56425418
CFIS_LSB.299.268.r,207.82945685699343,44.0,0.08586957
CFIS_LSB.211.299.r,207.8660603792984,59.5,0.80603626
CFIS_LSB.090.335.r,207.9101841905384,77.5,0.46547521
CFIS_LSB.281.275.r,207.96630622557768,47.5,0.86610698
CFIS_LSB.208.300.r,207.99999999999997,60.0,0.8767532
CFIS_LSB.289.272.r,208.01591997591743,46.0,0.79079312
CFIS_LSB.347.247.r,208.06205766863948,33.5,0.66182546
CFIS_LSB.349.246.r,208.0673945998728,33.0,0.74466079
CFIS_LSB.345.248.r,208.0725961169237,34.0,0.72937234
CFIS_LSB.364.238.r,208.09044035294423,29.0,0.0
CFIS_LSB.205.301.r,208.15413457971607,60.5,0.84544489
CFIS_LSB.083.337.r,208.15784705456736,78.5,0.16850759
CFIS_LSB.284.274.r,208.21164436082677,47.0,0.80696597
CFIS_LSB.156.316.r,208.2184386792132,68.0,0.77810304
CFIS_LSB.292.271.r,208.3008563823759,45.5,0.82341986
CFIS_LSB.287.273.r,208.4681428250468,46.5,0.82595891
CFIS_LSB.221.296.r,208.5223305853844,58.0,0.80963105
CFIS_LSB.363.239.r,208.53543079763224,29.5,0.37828833
CFIS_LSB.218.297.r,208.6130132419728,58.5,0.80469217
CFIS_LSB.348.247.r,208.66166014030705,33.5,0.80504018
CFIS_LSB.365.238.r,208.6621173868809,29.0,0.0
CFIS_LSB.350.246.r,208.6635762462908,33.0,0.70553408
CFIS_LSB.346.248.r,208.67570509117564,34.0,0.78065121
CFIS_LSB.282.275.r,208.7063998420388,47.5,0.8623839
CFIS_LSB.215.298.r,208.72243283911325,59.0,0.81166314
CFIS_LSB.153.317.r,208.73054282447893,68.5,0.72641685
CFIS_LSB.290.272.r,208.7356982457303,46.0,0.77970976
CFIS_LSB.274.278.r,208.82267287869652,49.0,0.65427588
CFIS_LSB.094.334.r,208.93433968153272,77.0,0.63918566
CFIS_LSB.285.274.r,208.9447839536465,47.0,0.80447803
CFIS_LSB.209.300.r,208.99999999999997,60.0,0.82244461
CFIS_LSB.293.271.r,209.01421547957585,45.5,0.78434002
CFIS_LSB.160.315.r,209.0500743802202,67.5,0.79044584
CFIS_LSB.364.239.r,209.1099085684246,29.5,0.38284951
CFIS_LSB.288.273.r,209.19451266067412,46.5,0.7878282
CFIS_LSB.240.290.r,209.2136154745317,55.0,0.81936727
CFIS_LSB.087.336.r,209.2234439963696,78.0,0.0
CFIS_LSB.366.238.r,209.2337944208176,29.0,0.0
CFIS_LSB.349.247.r,209.2612626119746,33.5,0.78206589
CFIS_LSB.272.279.r,209.40858987824183,49.5,0.71981413
CFIS_LSB.283.275.r,209.44649345849996,47.5,0.87110235
CFIS_LSB.291.272.r,209.45547651554315,46.0,0.72566355
CFIS_LSB.222.296.r,209.4658705427843,58.0,0.8266026
CFIS_LSB.157.316.r,209.55317226049016,68.0,0.60763665
CFIS_LSB.219.297.r,209.5699536696882,58.5,0.82670675
CFIS_LSB.275.278.r,209.58479942204943,49.0,0.7000799
CFIS_LSB.337.253.r,209.61443293601096,36.5,0.0
CFIS_LSB.286.274.r,209.6779235464664,47.0,0.7973908
CFIS_LSB.365.239.r,209.68438633921696,29.5,0.36139698
CFIS_LSB.216.298.r,209.69323485231843,59.0,0.79512072
CFIS_LSB.294.271.r,209.7275745767757,45.5,0.7238695
CFIS_LSB.278.277.r,209.7733088129323,48.5,0.70682359
CFIS_LSB.367.238.r,209.80547145475424,29.0,0.0
CFIS_LSB.267.281.r,209.87984770442688,50.5,0.78414836
CFIS_LSB.098.333.r,209.899220916828,76.5,0.07515675
CFIS_LSB.289.273.r,209.9208824963015,46.5,0.63060884
CFIS_LSB.241.290.r,210.08533887234228,55.0,0.81996143
CFIS_LSB.244.289.r,210.0901998176305,54.5,0.81306551
CFIS_LSB.238.291.r,210.09655657409783,55.5,0.80433964
CFIS_LSB.292.272.r,210.17525478535603,46.0,0.79084649
CFIS_LSB.273.279.r,210.17847439985303,49.5,0.71368224
CFIS_LSB.284.275.r,210.18658707496107,47.5,0.84570115
CFIS_LSB.091.335.r,210.22029734821103,77.5,0.46777304
CFIS_LSB.338.253.r,210.2364342206876,36.5,0.27784494
CFIS_LSB.276.278.r,210.3469259654024,49.0,0.72057305
CFIS_LSB.336.254.r,210.358790570246,37.0,0.0
CFIS_LSB.368.238.r,210.3771484886909,29.0,0.0
CFIS_LSB.287.274.r,210.41106313928617,47.0,0.74083089
CFIS_LSB.295.271.r,210.44093367397565,45.5,0.76441291
CFIS_LSB.334.255.r,210.49889313971417,37.5,0.0
CFIS_LSB.220.297.r,210.52689409740367,58.5,0.83589442
CFIS_LSB.279.277.r,210.52788906046084,48.5,0.79144477
CFIS_LSB.265.282.r,210.5445841012118,51.0,0.69981197
CFIS_LSB.290.273.r,210.64725233192885,46.5,0.76718346
CFIS_LSB.084.337.r,210.6657729226947,78.5,0.01520414
CFIS_LSB.268.281.r,210.66591454976185,50.5,0.80581986
CFIS_LSB.271.280.r,210.80057853958587,50.0,0.77231806
CFIS_LSB.339.253.r,210.85843550536413,36.5,0.67684294
CFIS_LSB.293.272.r,210.89503305516888,46.0,0.64781796
CFIS_LSB.274.279.r,210.9483589214642,49.5,0.78972361
CFIS_LSB.245.289.r,210.95122522671917,54.5,0.41596298
CFIS_LSB.242.290.r,210.95706227015285,55.0,0.75231336
CFIS_LSB.239.291.r,210.97931521516543,55.5,0.79385085
CFIS_LSB.337.254.r,210.98485839932405,37.0,0.08719771
CFIS_LSB.277.278.r,211.10905250875527,49.0,0.79612039
CFIS_LSB.335.255.r,211.1291293467193,37.5,0.19638447
CFIS_LSB.288.274.r,211.144202732106,47.0,0.75957379
CFIS_LSB.095.334.r,211.15704542282563,77.0,0.48418705
CFIS_LSB.280.277.r,211.28246930798937,48.5,0.80888701
CFIS_LSB.266.282.r,211.33909196574467,51.0,0.85245125
CFIS_LSB.224.296.r,211.35295045758411,58.0,0.86240955
CFIS_LSB.291.273.r,211.37362216755616,46.5,0.68120173
CFIS_LSB.269.281.r,211.4519813950968,50.5,0.83871204
CFIS_LSB.272.280.r,211.57844045301607,50.0,0.76843856
CFIS_LSB.338.254.r,211.61092622840212,37.0,0.65632379
CFIS_LSB.294.272.r,211.61481132498176,46.0,0.793704
CFIS_LSB.088.336.r,211.6283111687416,78.0,0.05647229
CFIS_LSB.246.289.r,211.8122506358078,54.5,0.83505564
CFIS_LSB.243.290.r,211.8287856679634,55.0,0.79084212
CFIS_LSB.240.291.r,211.8620738562331,55.5,0.7403322
CFIS_LSB.278.278.r,211.87117905210815,49.0,0.62440545
CFIS_LSB.289.274.r,211.87734232492585,47.0,0.65504886
CFIS_LSB.281.277.r,212.0370495555179,48.5,0.76540272
CFIS_LSB.292.273.r,212.0999920031835,46.5,0.76607789
CFIS_LSB.267.282.r,212.13359983027755,51.0,0.83724715
CFIS_LSB.228.295.r,212.1721256242079,57.5,0.8246129
CFIS_LSB.284.276.r,212.21567008077443,48.0,0.59359845
CFIS_LSB.270.281.r,212.23804824043168,50.5,0.77732674
CFIS_LSB.081.338.r,212.25414409879772,79.0,0.11824823
CFIS_LSB.225.296.r,212.29649041498408,58.0,0.86825203
CFIS_LSB.273.280.r,212.35630236644627,50.0,0.7634054
CFIS_LSB.222.297.r,212.44077495283463,58.5,0.72206266
CFIS_LSB.092.335.r,212.5304105058837,77.5,0.41800403
CFIS_LSB.279.278.r,212.63330559546108,49.0,0.76283434
CFIS_LSB.244.290.r,212.70050906577396,55.0,0.80029646
CFIS_LSB.282.277.r,212.79162980304645,48.5,0.75654687
CFIS_LSB.285.276.r,212.96290835570676,48.0,0.77763258
CFIS_LSB.271.281.r,213.02411508576665,50.5,0.77851666
CFIS_LSB.229.295.r,213.10270512255968,57.5,0.83527646
CFIS_LSB.085.337.r,213.173698790822,78.5,0.16967369
CFIS_LSB.226.296.r,213.240030372384,58.0,0.74079645
CFIS_LSB.280.278.r,213.395432138814,49.0,0.63391559
CFIS_LSB.223.297.r,213.3977153805501,58.5,0.7920572
CFIS_LSB.283.277.r,213.54621005057496,48.5,0.72430517
CFIS_LSB.286.276.r,213.71014663063903,48.0,0.70267568
CFIS_LSB.272.281.r,213.8101819311016,50.5,0.72177366
CFIS_LSB.330.259.r,213.83455575713828,39.5,0.67982352
CFIS_LSB.078.339.r,214.00876637349455,79.5,0.01141369
CFIS_LSB.089.336.r,214.03317834111368,78.0,0.56493054
CFIS_LSB.230.295.r,214.03328462091145,57.5,0.84502719
CFIS_LSB.328.260.r,214.0867954504937,40.0,0.8198358
CFIS_LSB.227.296.r,214.18357032978395,58.0,0.72136912
CFIS_LSB.333.258.r,214.24546772121235,39.0,0.78506668
CFIS_LSB.284.277.r,214.30079029810352,48.5,0.70671521
CFIS_LSB.224.297.r,214.3546558082656,58.5,0.80049986
CFIS_LSB.331.259.r,214.48253925943263,39.5,0.81809536
CFIS_LSB.270.282.r,214.51712342387617,51.0,0.77287527
CFIS_LSB.273.281.r,214.59624877643648,50.5,0.78679873
CFIS_LSB.360.246.r,214.62539271047052,33.0,0.73577986
CFIS_LSB.276.280.r,214.6898881067369,50.0,0.76531029
CFIS_LSB.237.293.r,214.698422380594,56.5,0.73450286
CFIS_LSB.329.260.r,214.73949909515983,40.0,0.73601993
CFIS_LSB.082.338.r,214.87456563088168,79.0,0.0
CFIS_LSB.334.258.r,214.88884750415892,39.0,0.64684595
CFIS_LSB.228.296.r,215.12711028718385,58.0,0.77819464
CFIS_LSB.332.259.r,215.13052276172692,39.5,0.7690806
CFIS_LSB.363.245.r,215.20256210930015,32.5,0.73405948
CFIS_LSB.361.246.r,215.2215743568885,33.0,0.6892521
CFIS_LSB.268.283.r,215.25598293362623,51.5,0.7689745
CFIS_LSB.359.247.r,215.25728732865008,33.5,0.5951313
CFIS_LSB.271.282.r,215.31163128840905,51.0,0.79019871
CFIS_LSB.274.281.r,215.38231562177145,50.5,0.79237497
CFIS_LSB.330.260.r,215.392202739826,40.0,0.77105805
CFIS_LSB.277.280.r,215.4677500201671,50.0,0.81439582
CFIS_LSB.241.292.r,215.4891438215538,56.0,0.77565662
CFIS_LSB.335.258.r,215.5322272871055,39.0,0.76584485
CFIS_LSB.238.293.r,215.60432289696783,56.5,0.78840163
