# PGC,Common,RAdeg,DEdeg,GLON,GLAT,SGL,SGB,T,Bmag,Ksmag,logK,Vh,VLS,D,e_D,PGC1,Primary,tile,dec,ra,GroupID,GroupSize,Separation,ra_diff,dec_diff,NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,MAG_AUTO,MAGERR_AUTO,MAG_BEST,MAGERR_BEST,MAG_APER,MAGERR_APER,A_WORLD,ERRA_WORLD,B_WORLD,ERRB_WORLD,THETA_J2000,ERRTHETA_J2000,ISOAREA_IMAGE,MU_MAX,FLUX_RADIUS,FLAGS,separation_arcsec
446,PGC000446,1.5108,27.3489,110.696,-34.442,320.7132,17.8009,4.8,16.78,14.3,8.91,3181,3438,,,446,0,CFIS_LSB.003.235.r,27.5,1.6910729202995136,,,792.2911907556161,0.1802729202995137,0.1511001586914062,5633,8082.5991,2062.7283,1.5119882,27.348316,15.4857,0.0016,15.4857,0.0016,18.7018,0.0027,0.002854658,3.69779E-6,0.002615385,3.25748E-6,6.11,-6.63,48009,21.6911,71.861,18,4.342305717503602
598,UGC00063,1.9617,35.9661,113.1235,-26.074,329.7582,18.5567,9.9,15.35,12.72,8.18,439,714,,,598,0,CFIS_LSB.003.252.r,36.0,1.8541019662496845,,,336.3643485497612,0.1075980337503155,0.0339012145996093,17030,3296.6711,4360.5664,1.9627015,35.9669548,15.4206,0.0016,15.8245,0.0012,18.3193,0.0019,0.002396442,2.882918E-6,0.001964024,2.281231E-6,-88.29,-72.74,26624,20.5942,57.073,3,4.240845399212429
660,NGC0016,2.2679,27.7294,111.5861,-34.2072,321.217,17.1971,-2.7,12.74,8.84,11.08,3100,3356,,,660,0,CFIS_LSB.004.235.r,27.5,2.254763893732685,,,826.9046687219908,0.0131361062673152,0.229400634765625,32404,4776.9995,9446.7295,2.2677642,27.7294598,11.7417,1.0E-4,11.7417,1.0E-4,13.5098,1.0E-4,0.00580486,8.38204E-7,0.003702643,6.066796E-7,22.38,26.6,456996,16.4455,50.818,62,0.4833265805623398
1774,PGC001774,7.2085,32.1739,117.3835,-30.4541,326.5001,13.7129,,16.4,12.4,9.6,2893,3150,,,1774,0,CFIS_LSB.012.244.r,32.0,7.075070420172579,,,746.6948659779672,0.1334295798274212,0.1739006042480468,31187,2808.959,8370.6592,7.2086448,32.1738632,15.6483,6.0E-4,15.6483,6.0E-4,16.6858,6.0E-4,0.001510598,1.153316E-6,5.345104E-4,4.470142E-7,-50.89,-50.85,12120,19.4964,20.248,0,0.4606896988646168
1771,UGC00285,7.213,28.9396,116.9934,-33.6715,323.2315,13.1193,1.0,14.58,11.75,9.63,2169,2418,,,1771,0,CFIS_LSB.013.238.r,29.0,7.431801441176581,,,722.616658578607,0.2188014411765806,0.0604000091552734,14427,8711.0078,3833.0928,7.2129814,28.9396079,14.0618,2.0E-4,14.0618,2.0E-4,15.3405,2.0E-4,0.002751176,1.046384E-6,8.472076E-4,3.561101E-7,-75.14,-75.5,40035,17.1909,27.965,18,0.0651355807149119
2216,PGC002216,9.2817,28.8318,119.1539,-33.9349,323.4882,11.3223,9.0,14.84,12.42,9.29,1986,2231,,,2216,0,CFIS_LSB.016.238.r,29.0,9.14683254298656,,,739.7777736134414,0.1348674570134402,0.1681995391845703,5198,2718.4038,1762.176,9.2812287,28.8328546,14.9311,5.0E-4,14.9311,5.0E-4,16.9226,7.0E-4,0.001908031,1.170829E-6,0.001302264,8.885781E-7,-32.57,-23.89,29464,19.3325,35.094,0,4.077144336338116
3559,UGC00614,14.901,35.5603,124.8005,-27.2818,331.2009,8.151,6.4,13.51,11.98,9.6,2343,2591,34.83,18.0,3559,0,CFIS_LSB.024.251.r,35.5,14.739922934066811,,,519.4429213223893,0.1610770659331883,0.0602989196777343,24547,2456.0933,6173.4858,14.9012885,35.5604471,13.5707,3.0E-4,13.5707,3.0E-4,16.7495,5.0E-4,0.004686861,1.37238E-6,0.002364903,7.449721E-7,66.31,67.36,108508,19.3668,81.344,18,0.9971445359038498
4126,NGC0404,17.3623,35.718,127.0347,-27.0102,331.8495,6.2504,-2.8,10.94,7.64,9.09,-48,195,2.99,6.0,4126,0,CFIS_LSB.028.251.r,35.5,17.19657675641128,,,922.588659595397,0.1657232435887223,0.2179985046386718,32382,2458.2954,9505.9316,17.3581488,35.7324074,10.422,1.0E-4,10.422,1.0E-4,18.0668,0.0017,0.06892645,2.243297E-6,0.008856525,4.333945E-7,89.06,88.42,1204711,16.7769,1148.213,184,53.26667430185473
5518,UGC01054,22.2029,34.3457,131.6553,-27.8922,331.6431,2.0617,6.2,15.76,14.25,8.78,2661,2890,72.11,25.0,5518,0,CFIS_LSB.037.249.r,34.5,22.44801858673248,,,915.6436174671932,0.2451185867324739,0.1543006896972656,5778,8924.1992,2017.0475,22.2027607,34.3458285,16.067,9.0E-4,16.067,9.0E-4,17.8589,9.0E-4,0.003532722,3.918689E-6,5.017486E-4,5.213635E-7,-56.58,-56.67,17794,20.6122,38.725,18,0.6208323314681125
27596,UGC05114,145.0132,82.1046,129.8483,32.2565,31.7237,9.7168,9.9,14.79,13.27,8.78,1610,1825,14.86,25.0,27596,0,CFIS_LSB.040.344.r,82.0,143.70593068655413,,,751.7927528887874,1.307269313445886,0.1045989990234375,20747,1504.4292,7059.3042,145.0191147,82.1042172,15.1272,4.0E-4,15.6525,5.0E-4,17.3526,7.0E-4,0.002765198,2.222772E-6,9.186006E-4,4.846427E-7,-36.79,-44.22,10345,18.8833,43.86,19,3.2333528841656505
138451,PGC138451,25.5722,26.3667,136.8814,-35.1238,325.0033,-3.2333,10.0,15.61,13.9,7.49,357,554,,,138451,0,CFIS_LSB.046.233.r,26.5,25.70020884976148,,,632.9060066481799,0.1280088497614748,0.13330078125,8769,7229.7798,2422.9036,25.5717875,26.3669587,15.8306,0.0013,16.0809,0.0011,18.6756,0.002,0.003063408,4.524858E-6,0.001487006,2.120566E-6,-57.13,-57.27,28833,20.8806,54.737,19,1.6240764932050158
7107,PGC007107,28.7143,35.9591,137.0741,-25.1649,334.9422,-2.4165,4.4,16.15,12.98,9.35,2859,3075,,,7107,0,CFIS_LSB.046.252.r,36.0,28.42956348249516,,,842.4660175869034,0.2847365175048395,0.0409011840820312,10367,530.338,4209.4966,28.7145067,35.9588714,15.7071,9.0E-4,15.7071,9.0E-4,16.7707,8.0E-4,0.00139371,9.9549E-7,5.854943E-4,4.647583E-7,-31.94,-31.73,10038,19.3718,20.69,0,1.0198288759118253
6595,NGC0672,26.9751,27.4322,138.0268,-33.7791,326.4306,-4.0528,6.0,10.35,8.98,9.51,429,626,7.18,9.0,6595,0,CFIS_LSB.048.235.r,27.5,27.05716672479221,517.0,2.0,358.1800911706269,0.0820667247922166,0.0678005218505859,17180,6412.7744,3670.6714,26.975029,27.4313795,12.6186,4.0E-4,12.6186,4.0E-4,99.0,99.0,0.02480712,2.07586E-6,0.01030042,9.890128E-7,74.03,71.39,1870069,16.406,576.954,112,2.962498952238382
28738,UGC05309,149.2943,80.7443,130.5821,33.6261,33.1275,9.136,8.0,16.84,14.41,8.83,3056,3266,,,28738,0,CFIS_LSB.049.341.r,80.5,148.44201993866707,,,1011.628231516514,0.8522800613329196,0.2443008422851562,23259,2337.677,9751.876,149.2961817,80.7441957,14.5874,0.0012,14.5907,9.0E-4,17.8862,0.0016,0.004104758,4.352235E-6,0.004061182,3.955893E-6,86.94,13.59,92974,20.3634,119.307,27,1.15244421232032
29296,NGC3057,151.4136,80.2857,130.6924,34.1952,33.7061,9.0597,7.9,13.12,11.72,9.35,1524,1733,15.42,25.0,29296,0,CFIS_LSB.050.341.r,80.5,151.4714489170072,,,772.2698341161786,0.0578489170071918,0.2143020629882812,1558,5184.0264,852.353,151.4151691,80.2859681,13.2381,4.0E-4,13.152,3.0E-4,17.1591,9.0E-4,0.007568276,3.160845E-6,0.004180551,1.787921E-6,3.96,5.82,213835,20.0697,114.936,51,1.3564644267356991
166064,PGC166064,28.8344,27.9538,139.7475,-32.8228,327.4995,-5.412,10.0,15.15,13.7,7.29,207,400,5.62,9.0,166064,0,CFIS_LSB.051.236.r,28.0,28.880536292570497,,,221.759659062988,0.0461362925704982,0.0461997985839843,10779,5777.8477,4182.5928,28.8350941,27.9578124,18.6473,0.009,20.7847,0.0249,20.1674,0.0153,3.427393E-4,1.072496E-5,2.064679E-4,6.3873E-6,2.15,-0.66,225,22.692,39.852,3,14.612298273305598
74057,PGC074057,29.8941,30.8914,139.7623,-29.7437,330.5846,-5.2002,4.8,16.45,13.05,9.24,2626,2825,,,74057,0,CFIS_LSB.051.242.r,31.0,29.749151628990926,,,594.256037187772,0.1449483710090753,0.1086006164550781,10063,2600.3425,2905.8059,29.8934496,30.8918547,15.2842,5.0E-4,15.2842,5.0E-4,17.2422,8.0E-4,0.00261969,2.111544E-6,4.967162E-4,3.709461E-7,-63.91,-64.03,18981,16.631,22.816,18,2.591664714621304
28098,UGC05203,146.7326,79.8106,131.7712,33.9114,33.4483,8.1572,6.4,14.17,13.32,8.72,1541,1748,28.44,14.0,28098,0,CFIS_LSB.051.340.r,80.0,146.8486473201626,,,685.7593127022841,0.1160473201626075,0.1893997192382812,2072,5406.687,1331.9467,146.7300166,79.8106991,14.2331,6.0E-4,14.3392,6.0E-4,17.2773,0.0012,0.006551659,3.744286E-6,9.60513E-4,6.993995E-7,80.22,79.68,49934,20.3399,101.889,19,1.6834657591433486
7671,NGC0784,30.3209,28.8372,140.9046,-31.5852,328.8061,-6.307,7.9,10.89,11.2,8.23,198,390,5.15,8.0,7671,0,CFIS_LSB.053.238.r,29.0,30.298882798642985,620.0,2.0,590.1715428654967,0.0220172013570199,0.1627998352050781,5336,4626.8428,1883.7366,30.3208648,28.8391921,15.5218,0.0071,13.229,3.0E-4,99.0,99.0,0.006506977,3.460472E-6,0.004176677,2.368911E-6,25.18,34.5,144152,18.8149,756.586,51,7.172419041918867
25999,NGC2732,138.3531,79.1874,133.4267,33.013,32.6081,6.7358,-2.0,12.73,8.99,10.65,1960,2164,,,25999,0,CFIS_LSB.053.338.r,79.0,138.8823412004479,376.0,2.0,764.9058200980319,0.529241200447899,0.1874008178710937,16837,6923.9585,8637.7832,138.353121,79.1872671,11.7442,1.0E-4,11.7442,1.0E-4,13.5803,1.0E-4,0.004722595,7.299073E-7,0.001933502,4.284445E-7,67.25,66.39,177050,16.6646,51.597,18,0.4786501596115776
8484,UGC01703,33.2296,32.8137,142.1005,-27.0071,333.4714,-7.0663,10.0,,12.5,7.58,0,0,4.31,9.0,8484,0,CFIS_LSB.056.246.r,33.0,33.38617219940653,,,820.8189464106465,0.1565721994065327,0.1862983703613281,3919,7558.8208,1401.5308,33.2290622,32.8142131,15.5645,0.0019,15.5645,0.0019,19.7667,0.0042,0.003337643,5.273397E-6,0.002653864,4.192653E-6,-33.67,-32.77,52184,22.4195,114.673,18,2.461628090576453
21138,UGC03846,112.4374,75.4981,139.2644,28.5901,28.6177,1.3654,8.0,17.55,14.62,8.56,2463,2658,,,21138,0,CFIS_LSB.056.331.r,75.5,111.83001656119394,,,547.5514066680698,0.6073834388060533,0.0018997192382812,17395,2054.4087,4977.5044,112.4370212,75.4980597,16.0129,0.0018,16.0129,0.0018,18.1319,0.0019,0.003691349,5.484344E-6,0.001259377,1.813732E-6,57.76,58.37,32162,20.8899,55.038,18,0.371023542848033
8852,PGC008852,34.8175,31.3986,144.0902,-27.8392,332.7259,-8.8736,4.8,14.89,11.49,9.99,3075,3262,,,8852,0,CFIS_LSB.059.243.r,31.5,34.59841705011326,,,765.4862136809647,0.2190829498867401,0.1014003753662109,12688,1380.3086,3036.1013,34.8172449,31.3984725,14.5605,3.0E-4,14.5605,3.0E-4,15.7771,3.0E-4,0.002306804,1.211688E-6,0.001038426,5.676109E-7,46.92,48.38,38662,17.9845,26.605,2,0.9083762965719526
2761545,PGC2761545,110.3333,74.3238,140.6043,28.054,28.2245,0.1309,,16.96,13.91,8.12,966,1158,,,2761545,0,CFIS_LSB.059.329.r,74.5,110.3883373073684,,,636.5536170402376,0.0550373073684085,0.1762008666992187,3314,5284.9277,1596.2799,110.3339208,74.3243539,15.9383,0.0012,16.5851,0.0013,18.2596,0.0019,0.002214961,2.693367E-6,9.006052E-4,1.3899E-6,7.76,-4.77,7837,21.0365,41.439,3,2.0834674994852347
30474,PGC030474,156.2078,78.7959,131.1619,35.8759,35.417,8.7198,1.5,16.16,12.65,9.39,2565,2768,,,30474,0,CFIS_LSB.060.338.r,79.0,157.22529192503538,769.0,2.0,1018.4882290294936,1.0174919250353869,0.2041015625,1199,8831.6387,1077.9021,156.2076661,78.795889,15.7973,0.001,15.7973,0.001,16.7805,9.0E-4,0.001641098,2.395338E-6,4.569187E-4,6.54842E-7,-52.74,-52.75,9105,19.0929,20.338,0,0.1016899420425948
9332,NGC0925,36.8203,33.579,144.8853,-25.1743,335.4545,-9.4667,7.0,9.78,8.57,9.85,553,741,8.67,6.0,9332,0,CFIS_LSB.061.247.r,33.5,36.575750771720486,712.0,2.0,786.9821071495196,0.2445492282795172,0.0789985656738281,22296,1137.0668,6544.1626,36.8150148,33.5794522,12.7803,7.0E-4,12.7803,7.0E-4,99.0,99.0,0.02470653,1.774288E-6,0.01630457,1.282067E-6,-64.32,-63.09,2985919,16.9238,833.818,120,15.934948346592751
20460,PGC020460,108.5858,73.4806,141.5395,27.5429,27.8229,-0.7547,10.0,12.48,10.88,10.13,2707,2896,,,20460,0,CFIS_LSB.062.327.r,73.5,109.14903218456936,427.0,2.0,580.4243954185969,0.563232184569344,0.0194015502929687,12266,8103.5732,4638.3804,108.5857858,73.4805849,13.1254,3.0E-4,12.9546,2.0E-4,14.7371,1.0E-4,0.009227665,2.528417E-6,0.00324787,1.037512E-6,-11.16,-10.1,191163,17.0405,51.539,51,0.0562697909964929
30491,UGC05600,156.042,78.6289,131.3276,35.9804,35.5263,8.5885,-1.8,14.41,11.11,10.07,2823,3025,,,30491,0,CFIS_LSB.062.337.r,78.5,155.4914038238937,472.0,2.0,608.0827930719759,0.5505961761062963,0.1288986206054687,16908,2897.1201,7504.6611,156.0417772,78.6287352,13.6456,3.0E-4,13.6212,3.0E-4,14.9881,3.0E-4,0.00210679,8.404905E-7,0.00140936,5.754179E-7,-9.45,-15.92,44552,17.0665,27.75,3,0.613995032253902
22064,PGC022064,118.2366,74.5764,140.1833,30.1542,30.2644,0.7515,4.5,15.43,13.35,9.03,2346,2535,,,22064,0,CFIS_LSB.063.329.r,74.5,117.8722923790544,,,444.8564018412958,0.3643076209455955,0.0764007568359375,20046,3123.2861,6490.4712,118.2364338,74.5766151,15.1711,5.0E-4,15.1711,5.0E-4,17.0188,6.0E-4,0.002797949,1.787003E-6,9.320608E-4,6.991319E-7,3.33,8.11,28231,20.0535,37.768,18,0.7905402387473528
9403,PGC009403,37.0733,30.6945,146.4114,-27.7238,332.9147,-10.922,,15.31,11.74,9.82,2815,2993,,,9403,0,CFIS_LSB.064.241.r,30.5,37.13894732114474,,,729.1513102916016,0.0656473211447377,0.1944999694824218,18884,6092.1602,8770.3545,37.0734076,30.6945419,14.9226,8.0E-4,14.9226,8.0E-4,16.6095,8.0E-4,0.002114702,2.225556E-6,0.001086357,1.271832E-6,-33.88,-33.74,23865,19.1767,33.674,2,0.3656535388266524
26942,UGC05031,142.4163,77.1891,134.944,34.7718,34.4511,5.5859,3.8,15.0,12.24,9.37,2065,2260,,,26942,0,CFIS_LSB.064.334.r,77.0,142.25316744274568,,,693.2877770128036,0.1631325572543289,0.1891021728515625,28440,4300.0669,8670.2969,142.4160596,77.1893452,14.4997,6.0E-4,14.4997,6.0E-4,16.4811,4.0E-4,0.003511593,2.312853E-6,0.001307418,8.706807E-7,61.92,63.07,56211,18.8531,47.364,18,0.903337449605159
21398,UGC03909,114.2446,73.7133,141.2786,29.1408,29.3773,-0.3192,5.8,14.04,12.9,8.51,946,1133,22.59,18.0,21398,0,CFIS_LSB.065.327.r,73.5,114.43043696769368,,,790.7616452880559,0.1858369676936746,0.2133026123046875,25510,6010.793,9143.7754,114.2444447,73.7137463,13.8981,4.0E-4,13.8981,4.0E-4,17.2347,7.0E-4,0.00722167,3.139465E-6,0.001391765,6.48977E-7,80.45,80.5,99333,19.9052,95.098,18,1.6143120058256295
22815,UGC04202,121.9124,74.5846,139.9986,31.1184,31.203,1.0238,5.9,15.18,13.24,9.06,2297,2484,,,22815,0,CFIS_LSB.065.329.r,74.5,121.6142699148974,,,417.8379553064116,0.2981300851026134,0.0846023559570312,18641,3461.8621,6644.519,121.9128684,74.5846616,15.3516,5.0E-4,15.3516,5.0E-4,17.3832,6.0E-4,0.003467737,2.65612E-6,6.157265E-4,5.45511E-7,-6.24,-5.65,25869,20.287,45.219,18,0.5000853043442646
26018,NGC2748,138.4293,76.4753,136.2549,34.3615,34.1199,4.4793,4.0,11.69,8.81,10.5,1476,1668,18.79,14.0,26018,0,CFIS_LSB.065.333.r,76.5,139.21887101626348,,,670.0728854067928,0.7895710162634657,0.0246963500976562,14246,8579.5742,4557.0684,138.4289802,76.4759057,12.1732,1.0E-4,12.1732,1.0E-4,14.8567,2.0E-4,0.007724843,7.76211E-7,0.003426659,4.545007E-7,40.43,37.37,390391,17.7495,82.741,50,2.1970790552835875
21230,UGC03878,113.0965,72.9087,142.2105,28.8379,29.1856,-1.1673,8.0,16.42,13.92,9.01,3034,3219,,,21230,0,CFIS_LSB.066.326.r,73.0,112.87001945449784,,,406.39098067578107,0.2264805455021559,0.0913009643554687,8147,3716.1538,3232.5859,113.095438,72.9086728,14.9129,9.0E-4,14.9129,9.0E-4,17.6365,0.001,0.003208582,3.203433E-6,0.002480844,2.429196E-6,-70.66,-77.55,63654,20.7926,65.498,18,1.1278795989183363
31098,UGC05701,158.0769,77.8011,131.5993,36.8804,36.4422,8.3953,9.8,16.79,14.91,8.12,1622,1821,,,31098,0,CFIS_LSB.066.336.r,78.0,158.72123337655623,,,865.4976055085017,0.6443333765562329,0.1988983154296875,2273,7628.2788,1196.0342,158.0792856,77.8029646,15.202,0.0014,15.202,0.0014,18.8332,0.0026,0.004477385,6.088137E-6,0.002270885,3.204217E-6,-3.44,-5.23,61388,19.4721,82.323,18,6.953503505790708
20398,UGC03714,108.1363,71.7505,143.4755,27.3021,27.8228,-2.49,-0.5,12.24,9.56,10.76,3064,3247,,,20398,0,CFIS_LSB.067.324.r,72.0,108.40827724624296,295.0,3.0,948.4258210735386,0.2719772462429404,0.2494964599609375,156,6650.2695,168.9121,108.1363444,71.7505142,12.2597,1.0E-4,12.2597,1.0E-4,14.5281,2.0E-4,0.004481617,8.251542E-7,0.003727495,6.863402E-7,55.14,66.05,265624,17.3411,55.221,50,0.0715453235723566
21065,UGC03838,112.0477,72.573,142.5963,28.5299,28.9273,-1.5452,7.8,13.55,12.2,9.7,3044,3228,,,21065,0,CFIS_LSB.067.325.r,72.5,111.40456903467184,,,742.8409922735786,0.6431309653281687,0.072998046875,23540,1266.0068,6443.3657,112.0479633,72.5734488,14.5833,2.0E-4,14.7108,3.0E-4,16.3017,3.0E-4,0.00242959,1.185306E-6,0.001153719,6.070773E-7,16.37,20.38,24629,19.3372,31.768,51,1.6404292942540435
3085816,PGC3085816,113.8783,72.9683,142.1354,29.0656,29.4022,-1.0711,10.0,17.26,14.91,8.48,2593,2777,,,3085816,0,CFIS_LSB.067.326.r,73.0,114.58017126441447,,,748.1649911206832,0.7018712644144927,0.0317001342773437,11556,8985.0059,4404.0723,113.8781025,72.9680441,16.6454,0.0042,17.4931,0.0033,19.6523,0.0051,0.001702251,6.882438E-6,0.001371706,5.438742E-6,-28.49,-32.65,10718,22.2692,79.228,3,0.9444854933184432
27026,UGC05050,142.7956,76.4651,135.6245,35.2419,34.9611,5.0627,3.1,14.27,11.66,9.68,2288,2480,,,27026,0,CFIS_LSB.067.333.r,76.5,143.50252858599467,,,607.9758310006131,0.7069285859946604,0.0348968505859375,11947,8206.0342,4333.8267,142.7956475,76.4646317,13.7794,2.0E-4,13.7794,2.0E-4,16.6152,5.0E-4,0.003335417,1.159545E-6,0.00134601,5.321196E-7,54.22,49.92,66868,16.4763,36.243,16,1.6863549637199775
21189,UGC03864,112.7362,72.5176,142.6585,28.7366,29.1397,-1.5702,4.7,14.82,12.4,9.48,2569,2752,,,21189,0,CFIS_LSB.068.325.r,72.5,113.06732379638336,553.0,2.0,363.8398747671272,0.331123796383352,0.0176010131835937,19002,6919.8335,5338.4302,112.7375573,72.5171919,13.9604,4.0E-4,13.9877,4.0E-4,16.5629,4.0E-4,0.004723427,2.400303E-6,0.002811162,1.336605E-6,11.39,12.56,116633,19.0446,76.546,51,2.0768277966015187
21698,UGC03975,116.2489,72.8108,142.274,29.7703,30.117,-1.0941,8.0,14.96,11.95,9.63,2481,2663,,,21698,0,CFIS_LSB.068.326.r,73.0,116.29032307433113,,,682.5339029130015,0.0414230743311065,0.1892013549804687,3030,5237.3945,1338.7903,116.248871,72.8110694,14.5718,8.0E-4,14.7103,7.0E-4,17.5217,0.001,0.003682366,3.543866E-6,0.003163667,3.140435E-6,73.65,80.46,74480,20.5321,78.831,51,0.9703306272591774
26522,UGC04945,140.6112,75.7662,136.6897,35.1671,34.9544,4.1892,9.8,15.82,14.54,7.6,660,848,,,26522,0,CFIS_LSB.068.332.r,76.0,140.54122681091738,,,843.9293367262571,0.0699731890826171,0.2338027954101562,408,4675.6157,488.1445,140.6093089,75.7671693,15.2588,0.0031,15.2588,0.0031,19.5408,0.0078,0.003709462,5.452233E-6,0.003315076,4.817278E-6,-24.34,-30.33,55555,21.4841,106.679,18,3.870186768337416
27887,PGC027887,146.0773,76.3522,135.1937,35.938,35.6338,5.461,2.4,14.74,12.37,9.41,2308,2499,,,27887,0,CFIS_LSB.068.333.r,76.5,145.64435737086026,653.0,2.0,645.6794476404286,0.4329426291397453,0.147796630859375,5818,3037.4407,2133.4397,146.0735513,76.3517105,14.2648,3.0E-4,14.2648,3.0E-4,16.7593,5.0E-4,0.003164959,1.386934E-6,0.001366452,6.814185E-7,38.94,37.23,52886,19.0444,45.112,18,3.639397919109888
8833,PGC008833,34.7163,-3.0409,167.6533,-58.1074,299.2534,-20.9939,-1.0,14.58,11.8,9.63,2422,2478,,,8833,0,CFIS_LSB.069.174.r,-3.0,34.547345936928274,634.0,3.0,624.981435263672,0.1689540630717232,0.0408999919891357,10926,1731.2335,4206.9849,34.7162593,-3.0409083,14.1092,2.0E-4,14.1092,2.0E-4,14.7339,2.0E-4,0.001284479,8.072037E-7,0.001049094,6.155867E-7,-88.3,-87.0,30853,16.9593,13.436,0,0.1493335514931982
20133,UGC03644,106.4094,71.0704,144.1799,26.6924,27.3129,-3.2014,6.6,13.94,11.03,10.22,3243,3424,,,20133,0,CFIS_LSB.069.322.r,71.0,105.96859529312484,460.0,2.0,574.6230614762244,0.4408047068751699,0.0703964233398437,22248,2229.6611,6362.9883,106.4092546,71.0698133,13.5541,5.0E-4,13.5541,5.0E-4,17.3098,9.0E-4,0.00754191,2.728869E-6,0.003638934,1.374763E-6,-34.48,-34.82,201255,19.6492,158.123,50,2.118935162614267
20048,UGC03626,105.6729,70.9706,144.2603,26.4431,27.077,-3.3104,4.0,14.41,13.65,9.18,3277,3459,,,20048,0,CFIS_LSB.069.322.r,71.0,105.96859529312484,460.0,2.0,362.6199970115856,0.2956952931248366,0.0294036865234375,15890,6864.541,4437.9189,105.6735032,70.9707611,17.6342,8.0E-4,17.6413,8.0E-4,17.6395,8.0E-4,2.58392E-4,4.443909E-7,2.157666E-4,3.205101E-7,73.24,67.89,851,17.5897,2.811,3,0.9152364333654888
23453,NGC2544,125.4179,73.9884,140.4459,32.1726,32.2953,0.7719,1.0,13.56,9.99,10.52,2828,3012,,,23453,0,CFIS_LSB.069.328.r,74.0,125.16445710974386,,,255.0189348432784,0.2534428902561387,0.0115966796875,13188,3643.3518,4776.9575,125.4182571,73.9883415,12.6715,2.0E-4,12.6491,2.0E-4,14.8561,2.0E-4,0.00458165,1.202529E-6,0.002992474,8.152907E-7,65.95,65.11,172558,16.8854,81.918,51,0.4124232450096585
8974,NGC0895,35.4019,-5.5214,171.7744,-59.5474,296.871,-22.3044,6.0,11.88,9.68,10.44,2284,2327,29.38,14.0,8974,0,CFIS_LSB.070.169.r,-5.5,35.16187831278948,,,863.5279726652886,0.2400216872105218,0.021399974822998,16217,385.5554,4596.0332,35.4011028,-5.5207978,12.1511,1.0E-4,12.1511,1.0E-4,15.9448,2.0E-4,0.009945901,9.873761E-7,0.007103429,7.797066E-7,-49.53,-45.97,715244,18.5622,187.166,58,3.5860946444469355
20844,UGC03804,110.6444,71.599,143.6939,28.0814,28.6229,-2.5662,5.8,12.39,9.81,10.61,2887,3067,41.88,14.0,20844,0,CFIS_LSB.070.323.r,71.5,110.30408565866328,,,526.6462659518124,0.3403143413367218,0.0989990234375,23078,2917.2959,6922.8799,110.644548,71.598922,12.4097,1.0E-4,12.4097,1.0E-4,14.9506,1.0E-4,0.005939991,8.685664E-7,0.003502613,5.302133E-7,14.57,17.32,263086,17.439,85.838,50,0.3273155945843118
22534,UGC04137,120.5096,73.0453,141.8461,30.9879,31.2731,-0.5628,8.0,15.21,13.77,9.1,3165,3346,,,22534,0,CFIS_LSB.070.326.r,73.0,119.7106266941644,,,855.544343314108,0.7989733058356165,0.0453033447265625,15246,473.1615,5879.1733,120.5116166,73.0438055,14.1174,7.0E-4,14.2353,7.0E-4,17.9052,0.0016,0.004985486,3.776499E-6,0.003238103,2.401945E-6,-68.76,-69.26,102156,20.9278,110.229,19,5.7817707654440245
23604,NGC2550,126.1401,74.0123,140.3606,32.3597,32.4723,0.8661,3.1,12.31,10.52,10.11,2272,2455,29.11,14.0,23604,0,CFIS_LSB.070.328.r,74.0,126.97843474901552,524.0,2.0,832.7345033747465,0.838334749015516,0.012298583984375,13014,9418.5869,5383.147,126.1502876,74.0181871,99.0,99.0,20.1988,0.0151,25.2987,1.7054,1.387037E-4,1.354564E-5,9.911238E-5,9.822855E-6,32.96,33.37,28,23.6984,-0.3,3,23.477038012043177
8962,PGC008962,35.3693,-4.4131,170.29,-58.7412,298.018,-21.9869,6.9,14.51,12.48,9.32,2316,2364,,,8962,0,CFIS_LSB.071.171.r,-4.5,35.609773046140305,,,918.0337213232752,0.2404730461403019,0.0869002342224121,23882,9630.8623,6683.7222,35.3701008,-4.4130776,15.0794,8.0E-4,15.0794,8.0E-4,17.9682,0.0014,0.005452898,4.482089E-6,0.001186198,9.785143E-7,51.79,51.88,54750,21.0254,75.322,18,2.875463801685512
9037,PGC009037,35.6846,-3.9686,170.1864,-58.1994,298.5701,-22.1733,3.9,15.66,11.78,9.59,2299,2347,,,9037,0,CFIS_LSB.071.172.r,-4.0,35.58668738188161,,,369.3563826239441,0.0979126181183929,0.0313999652862548,20418,3101.7319,5604.397,35.6848778,-3.9688059,15.044,6.0E-4,15.0524,6.0E-4,16.1533,3.0E-4,0.003206237,3.265683E-6,0.001813784,1.841257E-6,82.13,79.5,58027,16.932,34.797,19,1.2429021433138852
9103,PGC009103,35.961,-4.618,171.3993,-58.5038,297.9708,-22.6098,10.0,16.06,13.72,8.8,2273,2318,,,9103,0,CFIS_LSB.072.171.r,-4.5,36.11131914538172,,,686.619995632692,0.1503191453817223,0.1180000305175781,6897,7904.8584,2721.7632,35.9609342,-4.6175464,15.0963,0.0013,15.0963,0.0013,17.6934,0.0013,0.002938552,2.713637E-6,0.00222629,2.206608E-6,68.77,64.09,53725,20.9697,54.41,18,1.6499414541002826
