# PGC,Common,RAdeg,DEdeg,GLON,GLAT,SGL,SGB,T,Bmag,Ksmag,logK,Vh,VLS,D,e_D,PGC1,Primary,tile,dec,ra,GroupID,GroupSize,Separation,ra_diff,dec_diff,NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,MAG_AUTO,MAGERR_AUTO,MAG_BEST,MAGERR_BEST,MAG_APER,MAGERR_APER,A_WORLD,ERRA_WORLD,B_WORLD,ERRB_WORLD,THETA_J2000,ERRTHETA_J2000,ISOAREA_IMAGE,MU_MAX,FLUX_RADIUS,FLAGS,separation_arcsec
2121,Andromeda II,8.8447,36.5047,119.3342,-26.2548,331.1263,13.1373,10.0,14.55,11.0,6.66,-346,-83,0.75,3.0,2557,-436,CFIS_LSB.014.253.r,36.5,8.708017985472265,,,395.8916445375849,0.1366820145277341,0.00469970703125,17211,2871.2288,5092.1152,8.8446793,36.5046754,14.7679,2.0E-4,14.7419,2.0E-4,14.8279,2.0E-4,4.802531E-4,2.803997E-7,3.937362E-4,2.306615E-7,-22.0,-32.48,7573,16.8637,5.947,3,0.1069151907464158
5056923,Andromeda XI,11.5833,33.8014,121.7188,-29.0583,328.8525,10.4235,,,14.1,5.4,-419,-167,0.73,2.0,2557,5054366,CFIS_LSB.019.248.r,34.0,11.459070510787102,,,805.5811437496244,0.1242294892128974,0.1986007690429687,5155,2996.9824,1157.2452,11.5834551,33.8016432,25.444,0.4093,25.0938,0.1563,99.0,99.0,6.492744E-5,1.225149E-5,5.573008E-5,1.048484E-5,-76.37,-75.04,16,24.4259,1.576,1,0.9908647398753312
5056924,Andromeda XII,11.8625,34.3747,121.9957,-28.4897,329.4716,10.3169,,,14.2,5.57,-556,-304,0.93,4.0,2557,5054367,CFIS_LSB.020.249.r,34.5,12.134064100936472,,,923.8993501542632,0.2715641009364713,0.1253013610839843,9098,9342.6211,2577.7344,11.8625616,34.3747058,25.3474,0.2831,25.3474,0.2831,25.5984,0.9007,5.051675E-5,1.754916E-5,3.314829E-5,1.165561E-5,-17.4,-17.42,5,24.5106,2.359,0,0.184219593807679
5056927,Andromeda XVI,14.8742,32.3767,124.9059,-30.4642,328.0742,7.417,,,11.3,6.15,-385,-144,0.48,9.0,2557,5054370,CFIS_LSB.025.245.r,32.5,14.821113092927009,,,472.2717924575005,0.0530869070729913,0.1232986450195312,10359,4129.4556,2613.5159,14.8743039,32.3768408,24.9469,0.6098,24.9469,0.6098,24.7763,0.5293,1.243629E-4,8.534722E-6,9.515114E-5,6.424671E-6,-72.28,-73.28,49,23.1904,1.097,2,0.5972571736894751
5818,Triangulum,23.4621,30.6599,133.6103,-31.3309,328.4673,-0.09,5.9,5.77,4.48,9.34,-179,37,0.81,3.0,2557,3261,CFIS_LSB.040.241.r,30.5,23.211842075715463,,,965.8991203810704,0.2502579242845364,0.1599006652832031,162735,1077.0068,8634.833,23.4472399,30.687353,99.0,99.0,21.6538,0.0836,99.0,99.0,8.283483E-5,3.446316E-6,6.462441E-5,2.569418E-6,3.15,4.42,27,22.462,-0.245,1,109.0164582855101
166062,PGC166062,26.178,27.2884,137.2457,-34.0982,326.0543,-3.4357,10.0,16.37,14.8,7.18,420,618,7.01,9.0,6595,159467,CFIS_LSB.046.235.r,27.5,25.929784777925875,,,1099.8685815030033,0.2482152220741262,0.2115993499755859,2210,737.363,897.9323,26.1772885,27.2881068,17.1316,0.009,17.1316,0.009,19.7798,0.0099,0.002001921,7.293801E-6,0.001386796,4.99887E-6,-14.38,-11.91,11415,21.9027,49.738,2,2.509157019826648
166063,PGC166063,26.6759,26.8014,137.9139,-34.4574,325.7451,-4.0176,10.0,16.89,15.5,6.9,366,562,8.67,9.0,6595,159468,CFIS_LSB.048.234.r,27.0,26.93582970322466,,,1098.8842362849855,0.2599297032246603,0.1986007690429687,3127,9506.4844,1150.4559,26.6753002,26.8011169,17.6561,0.0071,17.6561,0.0071,19.9606,0.0078,0.001921378,7.72325E-6,9.626908E-4,3.881388E-6,-5.79,-4.53,7709,22.4478,41.98,2,2.1801959966560767
6574,IC1727,26.8746,27.333,137.9542,-33.8982,326.3065,-4.0028,8.9,10.95,9.0,9.5,336,533,7.45,9.0,6595,-21,CFIS_LSB.048.235.r,27.5,27.05716672479221,517.0,2.0,837.7469963111886,0.1825667247922169,0.1669998168945312,9208,8188.4287,1763.9773,26.8719597,27.332892,13.5233,8.0E-4,13.5233,8.0E-4,99.0,99.0,0.02077852,4.061084E-6,0.007324902,1.388405E-6,-30.37,-28.54,1022759,16.4993,661.041,112,8.452816160960994
166065,PGC166065,30.0421,28.8311,140.6343,-31.667,328.7093,-6.0825,10.0,16.41,14.2,7.03,168,360,5.01,9.0,7671,158394,CFIS_LSB.053.238.r,29.0,30.298882798642985,620.0,2.0,1012.1620087365078,0.2567827986429805,0.1688995361328125,3142,9367.3398,1715.7826,30.0416343,28.8302832,18.0879,0.0182,18.626,0.0084,20.2247,0.0119,0.00207101,2.438987E-5,7.636046E-4,9.053642E-6,-34.12,-34.58,3252,22.854,35.728,3,3.286873891604392
26091,UGC04832,138.7146,79.1966,133.3763,33.0667,32.6598,6.781,3.1,14.49,11.74,9.55,1957,2161,,,25999,92,CFIS_LSB.053.338.r,79.0,138.8823412004479,376.0,2.0,716.9210309160827,0.1677412004479208,0.1966018676757812,17003,5593.4004,8804.2578,138.7189831,79.196265,13.9739,5.0E-4,13.9739,5.0E-4,15.9144,4.0E-4,0.004243086,3.364181E-6,0.001423271,1.067487E-6,-68.59,-70.51,71509,17.6178,50.574,18,3.1941094976201816
25371,UGC04701,135.5042,78.2775,134.6963,32.9573,32.618,5.6694,7.0,14.86,13.06,8.73,1408,1608,33.88,25.0,25069,302,CFIS_LSB.054.337.r,78.5,135.42799687887518,166.0,4.0,802.9137623927934,0.0762031211248199,0.222503662109375,425,4701.0166,691.826,135.5039344,78.2776792,14.147,8.0E-4,14.2856,7.0E-4,17.112,0.001,0.004697471,3.861042E-6,0.002544737,1.982798E-6,-80.99,-82.64,82617,20.0716,91.037,19,0.67373440258741
25676,NGC2715,137.0259,78.0853,134.7283,33.3225,32.986,5.6673,5.2,11.12,8.86,10.41,1339,1538,17.22,14.0,25069,607,CFIS_LSB.057.336.r,78.0,137.07742882520765,,,309.46369676758866,0.0515288252076402,0.085296630859375,14686,5199.2056,6675.2041,137.0276338,78.08644,13.1213,5.0E-4,13.1213,5.0E-4,99.0,99.0,0.01392537,1.818847E-6,0.005094496,6.645718E-7,18.78,21.72,653033,18.0546,432.722,50,4.301536954007655
5056966,[PWE98]HICLOUD,36.7199,33.4269,144.8674,-25.3472,335.2787,-9.4583,,,14.9,7.32,520,708,,,9332,5047634,CFIS_LSB.061.247.r,33.5,36.575750771720486,712.0,2.0,506.6282857034424,0.1441492282795167,0.0731010437011718,11864,2678.8442,3572.114,36.7192656,33.4262351,99.0,99.0,18.2695,0.0048,22.4951,0.0882,0.001235734,3.204737E-5,4.694922E-4,1.211319E-5,-49.31,-48.79,908,23.4677,-347.847,3,3.0598426978732296
20383,UGC03705,108.0465,73.4706,141.5413,27.3893,27.6707,-0.7764,4.9,13.81,11.27,9.98,2685,2874,,,20460,-77,CFIS_LSB.061.327.r,73.5,107.38856392352793,,,681.5594775505543,0.6579360764720832,0.0294036865234375,6211,1371.0293,4447.9492,108.0467727,73.4704817,13.5774,4.0E-4,13.4425,4.0E-4,16.2525,5.0E-4,0.003917867,2.191589E-6,0.003341773,1.861187E-6,42.99,51.49,129341,18.6235,64.113,51,0.5092999545183055
200231,PGC200231,108.5847,73.4734,141.5476,27.5423,27.8232,-0.762,4.0,,11.63,9.83,2707,2896,,,20460,179771,CFIS_LSB.062.327.r,73.5,109.14903218456936,427.0,2.0,585.342622705462,0.5643321845693521,0.0266036987304687,12263,8098.8022,4503.3721,108.5868821,73.4736208,15.7815,0.0049,13.6314,3.0E-4,99.0,99.0,0.004519877,1.792588E-6,0.004009739,1.243689E-6,24.55,71.18,106601,19.0468,525.678,51,2.371748164646833
30510,UGC05609,156.0925,78.6092,131.3344,36.0018,35.5481,8.5837,3.6,14.52,12.61,9.47,2775,2977,,,30491,19,CFIS_LSB.062.337.r,78.5,155.4914038238937,472.0,2.0,582.1692804368712,0.6010961761062958,0.1091995239257812,16784,2684.9556,7174.3354,156.0964071,78.6115824,15.5295,0.001,15.8761,0.0011,17.6661,0.0017,0.001399458,1.671662E-6,0.001270023,1.140213E-6,16.25,-16.51,9392,20.5266,33.302,3,9.015217777921706
26654,NGC2760,141.0594,76.5316,135.8215,34.8641,34.5949,4.8739,-3.3,14.77,10.67,9.76,1544,1736,,,26018,636,CFIS_LSB.066.333.r,76.5,141.36069980112907,,,277.32954084379696,0.3012998011290619,0.0316009521484375,16596,6385.1748,5619.5005,141.0538011,76.5317815,15.4776,0.0014,14.2159,5.0E-4,99.0,99.0,0.004034002,3.115503E-6,0.003037437,2.149756E-6,14.13,12.69,118535,19.8114,117.625,51,4.739746354567155
20348,UGC03697,107.844,71.8364,143.3715,27.2175,27.7255,-2.4108,6.7,12.16,10.72,10.29,3137,3320,,,20398,-50,CFIS_LSB.067.324.r,72.0,108.40827724624296,295.0,3.0,862.7709002594931,0.564277246242952,0.1635971069335937,4943,8426.1631,1843.3094,107.8411279,71.8362764,14.5332,3.0E-4,14.8083,3.0E-4,16.5984,5.0E-4,0.002991709,1.445837E-6,8.498995E-4,4.043043E-7,-89.85,-87.17,14054,19.565,37.041,19,3.2537439261132297
20362,UGC03701,107.9279,72.1692,143.0004,27.2683,27.7283,-2.077,6.0,14.76,13.11,9.34,2915,3100,,,20398,-36,CFIS_LSB.067.324.r,72.0,108.40827724624296,295.0,3.0,808.7032654840337,0.4803772462429521,0.1691970825195312,27352,7877.3276,8284.5811,107.9233929,72.1688935,13.7491,4.0E-4,13.7491,4.0E-4,18.2361,0.0012,0.00575809,2.804204E-6,0.005133235,2.412802E-6,-81.31,-75.53,235886,19.8324,126.252,50,5.089471163343702
5065969,PGC5065969,112.7283,72.5103,142.6668,28.7343,29.1385,-1.5778,10.0,,15.83,8.11,2546,2729,,,21189,5044780,CFIS_LSB.068.325.r,72.5,113.06732379638336,553.0,2.0,368.7708146033988,0.3390237963833442,0.0102996826171875,19004,6973.4126,5200.6855,112.7284878,72.5100687,17.2145,0.0014,17.4391,0.0015,18.2604,0.0015,8.514833E-4,1.829308E-6,7.431076E-4,1.226881E-6,39.9,28.73,3594,20.839,20.387,51,0.8571118721636162
27473,NGC2938,144.5991,76.3196,135.479,35.6745,35.3858,5.2119,5.8,13.93,12.01,9.55,2285,2476,43.25,14.0,27026,447,CFIS_LSB.068.333.r,76.5,145.64435737086026,653.0,2.0,1097.0451988985058,1.04525737086027,0.1803970336914062,4425,9769.7549,1540.6761,144.60364,76.3193194,13.414,3.0E-4,13.414,3.0E-4,16.9216,7.0E-4,0.005093051,1.486563E-6,0.003358764,1.141609E-6,-81.98,-83.19,145528,19.8419,93.937,26,3.99530114035215
20412,PGC020412,108.2802,71.6703,143.5692,27.3413,27.8739,-2.5666,4.2,15.38,12.06,9.76,3089,3271,,,20398,14,CFIS_LSB.069.323.r,71.5,108.72831300639666,,,797.2273097234054,0.4481130063966674,0.1703033447265625,23885,7725.3965,8310.8799,108.2811132,71.6703276,14.8032,3.0E-4,14.8032,3.0E-4,16.2652,3.0E-4,0.001709583,9.559419E-7,9.848374E-4,7.216203E-7,32.74,25.66,24800,19.0772,27.818,0,1.0386370336680772
20184,UGC03657,106.8483,71.1926,144.0602,26.8463,27.449,-3.0725,5.9,15.7,13.5,9.23,3260,3442,,,20133,51,CFIS_LSB.070.322.r,71.0,107.50437203650344,,,1032.5833229118111,0.6560720365034598,0.192596435546875,29871,9091.7559,8753.7305,106.8494291,71.1925582,13.3808,3.0E-4,13.3063,2.0E-4,99.0,99.0,0.02614704,3.110386E-6,0.002028925,3.393296E-7,-29.65,-27.72,75828,17.965,549.973,51,1.3190427696866556
1043477,PGC1043477,35.4378,-5.5353,171.8449,-59.5336,296.8663,-22.3424,9.0,16.89,13.86,8.77,2398,2441,,,8974,1034503,CFIS_LSB.071.169.r,-5.5,35.66419086011504,,,821.1239907474325,0.226390860115039,0.0352997779846191,17671,9358.3906,4313.1426,35.4382352,-5.5354007,17.5671,0.0101,15.7387,0.0011,99.0,99.0,0.006013125,7.329622E-6,0.002608214,3.30836E-6,-40.18,-27.91,53233,19.3085,511.284,51,1.6009976132823796
23731,UGC04390,126.965,73.5171,140.8584,32.7094,32.8711,0.4927,6.6,15.0,11.82,9.59,2169,2350,,,23604,127,CFIS_LSB.072.327.r,73.5,126.75371479498376,525.0,4.0,224.5223052365108,0.2112852050162388,0.0170974731445312,13170,3831.0339,5340.2427,126.9663216,73.51745,13.405,7.0E-4,13.5532,6.0E-4,17.392,0.0014,0.005206341,2.735638E-6,0.005187594,2.527444E-6,57.88,-14.59,184998,20.668,139.257,51,1.8465735020734024
23732,UGC04389,126.9506,73.6513,140.7057,32.6704,32.8164,0.6154,7.5,15.26,12.54,9.31,2140,2322,,,23604,128,CFIS_LSB.072.327.r,73.5,126.75371479498376,525.0,4.0,580.3734555525457,0.1968852050162297,0.1512985229492187,19653,3929.8918,7930.6802,126.9498885,73.6511389,14.5218,7.0E-4,14.5218,7.0E-4,17.0986,8.0E-4,0.003627127,3.007339E-6,0.002248575,1.674211E-6,-16.99,-24.49,63993,20.12,64.084,18,0.9253020142988182
24749,NGC2634,132.1059,73.9671,139.8184,33.9412,33.9896,1.5035,-4.9,12.77,9.35,10.57,2258,2440,33.88,13.0,24723,26,CFIS_LSB.073.328.r,74.0,132.42036766683046,259.0,4.0,334.05510543691497,0.3144676668304669,0.03289794921875,11419,6683.7461,4367.8208,132.1057797,73.9671488,13.5521,8.0E-4,13.5521,8.0E-4,99.0,99.0,0.006727459,1.527786E-6,0.006196661,1.39648E-6,48.03,43.18,576941,16.9488,278.628,50,0.2125334403778837
213530,PGC213530,132.0992,74.0382,139.7389,33.9144,33.9554,1.5659,1.7,16.17,12.88,9.16,2160,2342,,,24723,188807,CFIS_LSB.073.328.r,74.0,132.42036766683046,259.0,4.0,346.757665326561,0.3211676668304619,0.0382003784179687,13805,6711.4976,5744.6738,132.0992087,74.0381889,15.1464,9.0E-4,15.1464,9.0E-4,16.5104,7.0E-4,0.001891081,1.887758E-6,0.001303942,1.337733E-6,73.25,72.2,27550,18.9527,28.851,2,0.0408776648778218
32121,UGC05854,161.4854,77.1022,131.3991,37.8858,37.4542,8.5805,8.1,14.97,12.39,9.23,1808,2004,,,32059,62,CFIS_LSB.073.334.r,77.0,162.2575191143818,432.0,2.0,723.4105583893174,0.7721191143818089,0.102203369140625,15024,8348.4912,6998.9644,161.4834066,77.1020133,14.7703,8.0E-4,14.8673,7.0E-4,17.2585,0.0011,0.002453472,1.903622E-6,0.002014596,1.548629E-6,82.81,-80.18,36090,19.9123,54.471,3,1.7371338937297345
24747,NGC2636,132.1017,73.6713,140.1531,34.0437,34.1238,1.2399,-5.0,14.56,10.85,9.97,2072,2252,,,24723,24,CFIS_LSB.075.327.r,73.5,132.0351195781081,260.0,2.0,620.3983546562479,0.0665804218918992,0.1713027954101562,18101,4634.2056,8317.0078,132.1022573,73.6711542,13.5069,2.0E-4,13.5069,2.0E-4,14.6944,2.0E-4,0.001571158,5.523849E-7,0.001508174,5.237216E-7,85.23,89.07,46526,16.9322,25.517,2,0.7704972619815632
24711,IC2389,131.9904,73.5393,140.3156,34.06,34.1561,1.1081,3.0,13.03,11.49,9.71,2382,2562,24.55,14.0,24723,-12,CFIS_LSB.075.327.r,73.5,132.0351195781081,260.0,2.0,148.66541160156714,0.0447195781081006,0.0392990112304687,12701,5234.0435,5744.0552,131.9925002,73.5383907,13.474,2.0E-4,13.4838,2.0E-4,15.7158,3.0E-4,0.003689156,1.248059E-6,0.0012489,4.958362E-7,-55.83,-56.83,63417,16.8213,45.412,19,3.912255390484268
32081,UGC05841,161.2329,76.6879,131.7683,38.1864,37.7654,8.2974,5.0,14.39,11.93,9.42,1825,2019,,,32059,22,CFIS_LSB.075.333.r,76.5,160.6371588649194,,,839.5185506901089,0.5957411350806012,0.187896728515625,22244,2364.4055,8664.4619,161.227848,76.6884119,14.1901,7.0E-4,14.3655,6.0E-4,17.6015,0.0016,0.003123061,1.876621E-6,0.002119305,1.222569E-6,-34.7,-32.98,49724,17.7766,62.777,19,4.575173700812946
25939,PGC025939,138.0624,73.5941,139.4242,35.6144,35.6164,2.0138,4.8,14.46,11.65,9.68,2281,2460,,,26295,-356,CFIS_LSB.078.327.r,73.5,137.3165243612324,,,832.540686641022,0.7458756387675862,0.0941009521484375,15686,929.6403,6846.7593,138.0601965,73.5939894,14.0233,3.0E-4,14.0233,3.0E-4,16.5242,5.0E-4,0.002690251,1.500959E-6,0.001997224,1.061061E-6,-59.95,-55.45,72853,19.5454,43.976,2,2.2755964807237707
26731,PGC026731,141.4184,73.9001,138.5396,36.2947,36.2178,2.7977,1.0,14.78,11.25,10.11,3181,3361,,,27027,-296,CFIS_LSB.078.328.r,74.0,141.4902558631887,,,366.67970278623255,0.0718558631887162,0.0998992919921875,7081,5385.0132,3063.6997,141.4186129,73.9000705,14.0596,2.0E-4,14.0596,2.0E-4,15.4794,2.0E-4,0.002536478,8.743494E-7,9.5699E-4,3.655143E-7,-61.54,-61.59,38779,17.7587,32.007,18,0.2375991782509156
21102,NGC2366,112.2254,69.215,146.4194,28.5356,29.4578,-4.8618,9.8,10.52,9.1,8.85,96,265,3.34,6.0,21396,-294,CFIS_LSB.080.318.r,69.0,111.6171243850134,713.0,2.0,1099.4827854710793,0.6082756149865958,0.214996337890625,38037,1008.7485,8912.4453,112.1971398,69.200916,13.4219,4.0E-4,11.3352,1.0E-4,99.0,99.0,0.02490516,3.164576E-6,0.01021606,1.326179E-6,35.85,35.69,1800530,17.0942,675.287,121,62.24925055022639
21078,NGC2363,112.1243,69.1929,146.4432,28.4991,29.4253,-4.8887,9.7,15.26,13.36,7.14,70,239,,,21396,-318,CFIS_LSB.080.318.r,69.0,111.6171243850134,713.0,2.0,952.1713155373376,0.5071756149866076,0.192901611328125,34224,1614.9459,8973.918,112.1091225,69.2043615,99.0,99.0,21.8348,0.0247,99.0,99.0,1.237032E-4,9.862089E-6,9.40747E-5,7.734607E-6,79.26,80.6,45,24.2375,-42.608,1,45.59621500527692
23521,PGC023521,125.9814,71.0308,143.8177,33.0128,33.5176,-1.9266,10.0,16.2,13.6,7.09,116,286,3.42,7.0,23324,197,CFIS_LSB.082.322.r,71.0,125.9336929570469,,,124.16059211596968,0.0477070429530925,0.0307998657226562,19920,4693.9893,5568.0684,125.9822677,71.0293073,99.0,99.0,18.1267,0.006,21.0666,0.0147,0.003740713,1.736196E-5,0.001293494,5.779509E-6,-80.93,-79.76,9325,22.5031,-269.437,19,5.468818302191643
30064,NGC3155,154.4161,74.3474,135.3688,38.8398,38.5518,5.513,3.5,13.52,11.08,10.1,2944,3127,49.43,14.0,30019,45,CFIS_LSB.083.329.r,74.5,155.29206773748436,,,1009.3621897147748,0.8759677374843591,0.1526031494140625,6554,9575.0723,2079.6177,154.4170129,74.3475658,13.4383,3.0E-4,13.4383,3.0E-4,15.9427,5.0E-4,0.004061278,1.714392E-6,0.002220704,8.861035E-7,32.65,30.44,115554,18.1051,56.675,50,1.06887072855523
30323,NGC3183,155.454,74.177,135.2659,39.1589,38.8667,5.6131,3.8,12.13,9.33,10.8,3088,3270,36.64,18.0,30019,304,CFIS_LSB.086.328.r,74.0,156.00207697736192,,,835.8349956007187,0.5480769773619159,0.177001953125,27924,7896.3667,8439.9561,155.4539395,74.1768214,14.7737,0.0017,11.8364,1.0E-4,99.0,99.0,0.007606514,1.049389E-6,0.004609769,5.857897E-7,-27.37,-25.24,398429,17.3422,883.856,51,0.6456968234052752
31011,UGC05689,157.6912,73.8854,134.9407,39.792,39.4866,5.9018,6.4,14.07,11.69,9.85,2827,3008,42.46,25.0,30019,992,CFIS_LSB.087.328.r,74.0,157.81605461663358,73.0,2.0,430.8892328960533,0.12485461663357,0.1146011352539062,2280,5672.4341,2772.0339,157.6910426,73.8849955,14.5521,7.0E-4,14.7789,7.0E-4,16.8508,8.0E-4,0.003572871,3.271874E-6,0.001228531,1.319707E-6,-28.29,-27.31,32029,19.7654,50.287,51,1.4646688629273414
30998,UGC05686,157.6783,74.2275,134.6481,39.5344,39.2153,6.1121,9.7,,14.26,8.83,2809,2992,,,30019,979,CFIS_LSB.087.328.r,74.0,157.81605461663358,73.0,2.0,830.1762294734087,0.1377546166335719,0.2275009155273437,15680,5732.2661,9425.5859,157.6770342,74.2283253,15.0329,0.0017,15.0329,0.0017,18.3575,0.002,0.003729777,6.6551E-6,0.002669853,4.542922E-6,-48.9,-49.82,60507,21.4777,100.059,18,3.2189247405876125
30239,UGC05570,155.1959,73.2843,136.1444,39.7437,39.4983,4.9754,4.0,15.28,12.82,9.4,2724,2903,,,30019,220,CFIS_LSB.088.327.r,73.5,154.92120697164682,72.0,2.0,826.3525864744356,0.2746930283531696,0.2156982421875,1258,3469.6973,822.5851,155.1957562,73.2842554,15.1908,6.0E-4,15.1908,6.0E-4,17.2427,8.0E-4,0.003343118,2.423269E-6,8.543259E-4,7.645735E-7,-20.44,-21.03,30508,20.2824,44.903,16,0.2189743955482893
38777,NGC4159,182.7233,76.1259,126.1252,40.7501,40.4076,12.6318,6.5,13.31,11.27,9.56,1736,1936,16.52,25.0,39791,-1014,CFIS_LSB.088.332.r,76.0,181.87688175530485,,,862.5748209727769,0.846418244695144,0.1259002685546875,11319,1068.9869,7468.5688,182.7228561,76.1259299,13.0339,4.0E-4,13.0339,4.0E-4,16.233,6.0E-4,0.004434172,2.095504E-6,0.001841255,1.034073E-6,34.3,35.32,88062,19.1861,104.428,18,0.3980235526665463
21302,PGC021302,113.5474,66.884,149.0939,28.9585,30.309,-7.089,10.0,15.13,11.4,7.93,213,371,3.16,7.0,21396,-94,CFIS_LSB.089.314.r,67.0,113.88905760351156,,,637.5310118079834,0.3416576035115781,0.115997314453125,10049,7577.2002,2801.3135,113.5502811,66.8861812,15.2126,0.0022,15.3456,0.0016,20.72,0.0135,0.007350473,1.196535E-5,0.004221523,6.849488E-6,-15.87,-15.46,97726,22.2715,190.056,51,8.845246253148865
28411,PGC028411,147.9585,72.0832,139.1317,38.8885,38.849,2.5979,7.0,15.36,14.68,7.98,1181,1353,,,28316,95,CFIS_LSB.091.324.r,72.0,147.24109297624042,323.0,2.0,850.7633093285799,0.7174070237595629,0.0831985473632812,15548,728.2024,6635.6787,147.9576465,72.0830932,23.0386,0.3706,21.1474,0.0208,23.7421,0.3258,2.091671E-4,1.553267E-5,1.483888E-4,1.085304E-5,30.41,31.44,66,24.149,5.542,3,1.0204464697538418
5056932,[CKT2009]D0939+71,144.816,71.3117,140.6598,38.5062,38.6042,1.3696,,19.84,17.1,5.6,0,0,3.65,5.0,28630,5028302,CFIS_LSB.092.323.r,71.5,144.9710840085289,,,700.8691270733264,0.1550840085288882,0.1883010864257812,3307,5967.7568,1352.6936,144.8152309,71.3117268,22.6457,0.1317,22.8124,0.0709,22.9655,0.1239,1.591073E-4,1.326221E-5,1.263388E-4,1.03684E-5,52.56,55.98,61,23.7963,7.282,3,0.8923949762579123
28636,NGC3027,148.9189,72.2036,138.7809,39.0524,38.9841,2.886,6.4,11.3,11.31,9.33,1058,1230,16.52,14.0,28316,320,CFIS_LSB.092.324.r,72.0,148.8591269649903,,,735.9301319765959,0.0597730350096981,0.2035980224609375,13377,4662.605,8957.1719,148.9160929,72.2041902,13.2514,6.0E-4,13.2514,6.0E-4,99.0,99.0,0.01248372,3.686627E-6,0.005569194,1.812844E-6,-48.73,-49.63,528737,19.0648,267.731,50,3.748824902098266
5056944,[CKT2009]D0944+71,146.1433,71.4827,140.1808,38.768,38.8197,1.7723,10.0,17.33,12.5,7.39,-38,131,3.47,5.0,28630,5028314,CFIS_LSB.093.323.r,71.5,146.5468566607955,,,465.37648538636535,0.4035566607954877,0.017303466796875,10916,7444.0742,4619.0308,146.1497974,71.4799267,14.1967,3.0E-4,14.1967,3.0E-4,14.9825,2.0E-4,0.002319467,1.838505E-6,0.001699043,1.394117E-6,-26.34,-17.57,68866,16.1401,16.243,0,12.444708484781271
40378,NGC4386,186.1179,75.5289,125.176,41.4817,41.195,13.3085,-2.0,12.47,8.57,10.65,1677,1877,27.16,13.0,39791,587,CFIS_LSB.093.331.r,75.5,185.71770607483995,167.0,4.0,375.0873300107746,0.400193925160039,0.028900146484375,16677,3061.5959,5567.7065,186.1179885,75.5289567,12.6048,2.0E-4,12.6048,2.0E-4,99.0,99.0,0.007668823,1.20445E-6,0.005104987,8.682011E-7,-45.2,-49.87,666539,17.4721,151.641,50,0.2190971796171842
39981,NGC4319,185.4324,75.3226,125.4445,41.6605,41.3666,13.0978,2.5,12.21,8.99,10.48,1476,1675,,,39791,190,CFIS_LSB.093.331.r,75.5,185.71770607483995,167.0,4.0,689.0432820725051,0.2853060748399514,0.177398681640625,3300,6340.1489,1449.8348,185.4448817,75.3166445,13.418,3.0E-4,13.7776,4.0E-4,17.5171,0.001,0.007220197,3.897767E-6,0.002733778,1.45366E-6,86.25,85.52,110919,20.4083,104.42,51,24.276331508149795
39763,PGC039763,185.0188,75.4973,125.5451,41.4715,41.1686,13.033,3.9,14.55,11.57,9.45,1419,1618,,,39791,-28,CFIS_LSB.093.331.r,75.5,185.71770607483995,167.0,4.0,630.1003493082818,0.6989060748399538,0.0027008056640625,13770,8394.3652,4972.6655,185.0182419,75.4975544,14.0388,3.0E-4,14.0388,3.0E-4,15.8004,3.0E-4,0.003041557,1.579546E-6,0.001328868,8.081095E-7,-4.98,-4.27,61545,17.7798,40.851,18,1.0449466991941494
38578,NGC4133,182.208,74.9043,126.6409,41.9158,41.5829,12.1943,3.0,12.69,9.45,10.29,1359,1554,,,39791,-1213,CFIS_LSB.094.330.r,75.0,181.5940553423449,,,669.3060137687439,0.6139446576551393,0.095703125,3288,1899.8909,3159.1594,182.2083188,74.9041805,12.17,2.0E-4,12.17,2.0E-4,14.7627,3.0E-4,0.004833706,1.402902E-6,0.003107893,8.485416E-7,-44.06,-43.94,199393,16.7263,71.762,50,0.5238411496626414
5056943,[CKT2009]D0926+70,141.6162,70.5066,142.2165,38.0076,38.2689,0.0928,10.0,18.1,15.7,6.1,0,0,3.4,5.0,28630,5028313,CFIS_LSB.095.321.r,70.5,142.29785484046891,,,819.3548107112297,0.6816548404689229,0.0065994262695312,17626,9416.0811,5142.5791,141.6149689,70.5060772,23.3034,0.1969,23.3034,0.1969,23.6185,0.1855,2.11236E-4,1.818898E-5,1.019354E-4,8.849817E-6,10.32,9.62,63,24.0915,5.278,0,2.3936451965418293
27605,UGC05139,145.1346,71.1833,140.7283,38.6614,38.7648,1.3354,9.9,13.12,11.2,7.51,139,306,3.98,7.0,28630,-1025,CFIS_LSB.095.322.r,71.0,145.89879062096898,,,1109.1323893779445,0.764190620968975,0.1832962036132812,18684,9692.6143,8547.8145,145.1480905,71.1815734,15.9552,0.0032,16.5056,0.0029,20.2771,0.0122,0.004654381,1.289334E-5,0.001309237,3.299541E-6,5.38,6.07,22609,21.456,129.536,51,16.85329779873492
38805,UGC07189,182.8278,74.8082,126.456,42.0444,41.7206,12.326,8.0,14.07,11.33,9.54,1684,1879,,,39791,-986,CFIS_LSB.095.330.r,75.0,183.525906994923,169.0,2.0,951.3965042722244,0.6981069949229948,0.191802978515625,2854,8547.6953,1308.1583,182.8272855,74.8084159,13.4224,5.0E-4,13.3559,5.0E-4,16.9369,0.001,0.006091948,3.557523E-6,0.003384148,1.971389E-6,-12.04,-11.05,150511,19.9704,104.335,51,0.9163425889870044
